trans_id,sender_id,receiver_id,amount,drain_ratio,amount_deviation,is_night_tx,time_to_pay_ms,rapid_outbound_after_inbound,forwarding_delay_mins,is_round_amount,distance_from_50k_threshold,distance_from_1L_threshold,near_threshold_flag,fragmentation_score,counterparty_diversity,txn_velocity_1h,balance_depletion_speed,empty_account_flag,is_sim_bound_at_tx
T16682,U17968,U282,3731.0,0.0269,1.4186311787072243,0,3781740000,0,63029.0,0,46269.0,96269.0,0,0.0,2,2,0.0269,0,True
T4493,U17969,U15331,1072.0,0.0142,1.0,0,999999000,0,16666.65,0,48928.0,98928.0,0,0.0,1,1,0.0142,0,True
T9029,U1797,U4864,9518.0,0.0854,1.0898473282442747,0,999999000,0,16666.65,0,40482.0,90482.0,0,0.0,3,3,0.0854,0,True
T3643,U1797,U11234,7692.0,0.0645,0.8807633587786259,0,1307160000,0,21786.0,0,42308.0,92308.0,0,0.0,3,3,0.0645,0,True
T14033,U1797,U7092,8990.0,0.0881,1.0293893129770992,0,656820000,0,10947.0,0,41010.0,91010.0,0,0.0,3,3,0.0881,0,True
T8035,U17970,U172,1308.0,0.0157,1.0,1,999999000,0,16666.65,0,48692.0,98692.0,0,0.0,1,1,0.0157,0,True
T13137,U17971,U14291,3236.0,0.0393,1.0,1,999999000,0,16666.65,0,46764.0,96764.0,0,0.0,1,1,0.0393,0,True
T13139,U17977,U9376,12353.0,0.1132,0.9783392072229042,0,999999000,0,16666.65,0,37647.0,87647.0,0,0.0,2,2,0.1132,0,True
T14253,U17977,U16712,12900.0,0.1333,1.0216607927770958,0,3343320000,0,55722.0,0,37100.0,87100.0,0,0.0,2,2,0.1333,0,True
T3558,U1798,U13756,5451.0,0.0984,1.0,0,999999000,0,16666.65,0,44549.0,94549.0,0,0.0,1,1,0.0984,0,True
T16621,U17980,U20433,12677.0,0.1125,1.0,0,999999000,0,16666.65,0,37323.0,87323.0,0,0.0,1,1,0.1125,0,True
T4094,U17981,U5293,3058.0,0.0343,1.0,0,999999000,0,16666.65,0,46942.0,96942.0,0,0.0,1,1,0.0343,0,True
T9447,U17982,U9126,1824.0,0.0135,1.0,0,999999000,0,16666.65,0,48176.0,98176.0,0,0.0,1,1,0.0135,0,True
T7371,U17988,U3379,637.0,0.0072,1.0,0,999999000,0,16666.65,0,49363.0,99363.0,0,0.0,1,1,0.0072,0,True
T12123,U17989,U9990,1986.0,0.0834,1.0,0,999999000,0,16666.65,0,48014.0,98014.0,0,0.0,1,1,0.0834,0,True
T1313,U1799,U4249,2351.0,0.0218,1.0,0,999999000,0,16666.65,0,47649.0,97649.0,0,0.0,1,1,0.0218,0,True
T2327,U17991,U10996,12375.0,0.0916,1.0,0,999999000,0,16666.65,0,37625.0,87625.0,0,0.0,1,1,0.0916,0,True
T1505,U17992,U14115,9453.0,0.3362,1.0,1,999999000,0,16666.65,0,40547.0,90547.0,0,0.0,1,1,0.3362,0,True
T4734,U17993,U12815,1744.0,0.0182,0.21755130044283666,0,999999000,0,16666.65,0,48256.0,98256.0,0,0.0,2,2,0.0182,0,True
T5176,U17993,U6749,14289.0,0.1515,1.7824486995571633,0,2184480000,0,36408.0,0,35711.0,85711.0,0,0.0,2,2,0.1515,0,True
T8797,U17995,U4531,6729.0,0.0493,1.0,0,999999000,0,16666.65,0,43271.0,93271.0,0,0.0,1,1,0.0493,0,True
T8620,U17999,U2732,14312.0,0.281,0.9909641682534187,0,999999000,0,16666.65,0,35688.0,85688.0,0,0.0,2,2,0.281,0,True
T1816,U17999,U1800,14573.0,0.2225,1.0090358317465813,0,67680000,0,1128.0,0,35427.0,85427.0,0,0.0,2,2,0.2225,0,True
T16257,U18,U16035,7446.0,0.4748,1.0,0,999999000,0,16666.65,0,42554.0,92554.0,0,0.0,1,1,0.4748,0,True
T5579,U1800,U5592,12763.0,0.0873,1.0,0,999999000,0,16666.65,0,37237.0,87237.0,0,0.0,1,1,0.0873,0,True
T8858,U18000,U10354,9279.0,0.1321,1.8675656636811915,0,999999000,0,16666.65,0,40721.0,90721.0,0,0.0,2,2,0.1321,0,True
T3182,U18000,U10518,658.0,0.0093,0.1324343363188085,1,3348660000,0,55811.0,0,49342.0,99342.0,0,0.0,2,2,0.0093,0,True
T14262,U18001,U12323,5908.0,0.2457,1.5150012821608685,0,999999000,0,16666.65,0,44092.0,94092.0,0,0.0,3,3,0.2457,0,True
T14150,U18001,U8775,172.0,0.0071,0.044106333874690144,0,2132100000,0,35535.0,0,49828.0,99828.0,0,0.0,3,3,0.0071,0,True
T6306,U18001,U689,5619.0,0.1883,1.4408923839644414,0,871380000,0,14523.0,0,44381.0,94381.0,0,0.0,3,3,0.1883,0,True
T5287,U18003,U6263,4363.0,0.0428,0.6449054000788333,0,999999000,0,16666.65,0,45637.0,95637.0,0,0.0,3,3,0.0428,0,True
T13319,U18003,U10245,9229.0,0.0947,1.3641604256996454,1,293220000,0,4887.0,0,40771.0,90771.0,0,0.0,3,3,0.0947,0,True
T16605,U18003,U14300,6704.0,0.076,0.9909341742215215,0,2202060000,0,36701.0,0,43296.0,93296.0,0,0.0,3,3,0.076,0,True
T12595,U18004,U14029,1415.0,0.0111,0.20741717971269422,0,999999000,0,16666.65,0,48585.0,98585.0,0,0.0,2,2,0.0111,0,True
T7281,U18004,U2081,12229.0,0.0873,1.7925828202873058,1,1282320000,0,21372.0,0,37771.0,87771.0,0,0.0,2,2,0.0873,0,True
T6540,U18005,U1002,2787.0,0.0239,1.0,0,999999000,0,16666.65,0,47213.0,97213.0,0,0.0,1,1,0.0239,0,True
T3033,U18007,U8348,4586.0,0.058,1.3488235294117648,0,999999000,0,16666.65,0,45414.0,95414.0,0,0.0,2,2,0.058,0,True
T10239,U18007,U11552,2214.0,0.0297,0.6511764705882352,1,1004940000,0,16749.0,0,47786.0,97786.0,0,0.0,2,2,0.0297,0,True
T6394,U18008,U9272,2409.0,0.0204,1.0,1,999999000,0,16666.65,0,47591.0,97591.0,0,0.0,1,1,0.0204,0,True
T13705,U1801,U555,11488.0,0.1207,1.0,1,999999000,0,16666.65,0,38512.0,88512.0,0,0.0,1,1,0.1207,0,True
T9761,U18010,U18417,221.0,0.0025,1.0,0,999999000,0,16666.65,0,49779.0,99779.0,0,0.0,1,1,0.0025,0,True
T5060,U18011,U11740,4239.0,0.101,1.0,0,999999000,0,16666.65,0,45761.0,95761.0,0,0.0,1,1,0.101,0,True
T17639,U18017,U18019,1727.0,0.0146,0.4371045304986079,0,999999000,0,16666.65,0,48273.0,98273.0,0,0.0,2,2,0.0146,0,True
T9302,U18017,U223,6175.0,0.0496,1.5628954695013921,0,1906560000,0,31776.0,0,43825.0,93825.0,0,0.0,2,2,0.0496,0,True
T12517,U18018,U2522,6161.0,0.043,1.043647656691135,0,999999000,0,16666.65,0,43839.0,93839.0,0,0.0,3,3,0.043,0,True
T13521,U18018,U11763,4117.0,0.03,0.6974025974025975,1,49500000,0,825.0,0,45883.0,95883.0,0,0.0,3,3,0.03,0,True
T16077,U18018,U9945,7432.0,0.0559,1.2589497459062677,1,2004540000,0,33409.0,0,42568.0,92568.0,0,0.0,3,3,0.0559,0,True
T3747,U18020,U7930,13793.0,0.2576,1.6701580190107161,0,999999000,0,16666.65,0,36207.0,86207.0,0,0.0,2,2,0.2576,0,True
T14959,U18020,U1576,2724.0,0.0685,0.32984198098928375,0,3665340000,0,61089.0,0,47276.0,97276.0,0,0.0,2,2,0.0685,0,True
T7751,U18022,U2172,14595.0,0.1096,1.0,0,999999000,0,16666.65,0,35405.0,85405.0,0,0.0,1,1,0.1096,0,True
T583,U18023,U3394,4249.0,0.0546,1.0,0,999999000,0,16666.65,0,45751.0,95751.0,0,0.0,1,1,0.0546,0,True
T4049,U18025,U11156,7870.0,0.2776,1.0,0,999999000,0,16666.65,0,42130.0,92130.0,0,0.0,1,1,0.2776,0,True
T17108,U18026,U3572,1704.0,0.0157,1.0,1,999999000,0,16666.65,0,48296.0,98296.0,0,0.0,1,1,0.0157,0,True
T8374,U18027,U17255,6498.0,0.0444,0.6203341288782817,0,999999000,0,16666.65,0,43502.0,93502.0,0,0.0,2,2,0.0444,0,True
T13779,U18027,U17228,14452.0,0.1034,1.3796658711217185,1,2604120000,0,43402.0,0,35548.0,85548.0,0,0.0,2,2,0.1034,0,True
T6479,U18028,U18379,2806.0,0.0611,1.0,1,999999000,0,16666.65,0,47194.0,97194.0,0,0.0,1,1,0.0611,0,True
T1511,U18030,U3286,12534.0,0.0934,1.0,0,999999000,0,16666.65,0,37466.0,87466.0,0,0.0,1,1,0.0934,0,True
T9898,U18031,U14849,11300.0,0.8086,0.9914020003509387,0,999999000,0,16666.65,0,38700.0,88700.0,0,0.0,2,2,0.8086,0,True
T4143,U18031,U433,11496.0,0.4513,1.0085979996490613,1,874020000,0,14567.0,0,38504.0,88504.0,0,0.0,2,2,0.4513,0,True
T6643,U18033,U5096,8980.0,0.0823,1.2375111968579895,1,999999000,0,16666.65,0,41020.0,91020.0,0,0.0,2,2,0.0823,0,True
T12898,U18033,U6417,5533.0,0.0553,0.7624888031420106,0,897540000,0,14959.0,0,44467.0,94467.0,0,0.0,2,2,0.0553,0,True
T7680,U18034,U1194,6538.0,0.2473,1.0,0,999999000,0,16666.65,0,43462.0,93462.0,0,0.0,1,1,0.2473,0,True
T99,U18036,U4702,11814.0,0.0829,1.0,0,999999000,0,16666.65,0,38186.0,88186.0,0,0.0,1,1,0.0829,0,True
T15371,U18037,U2716,7092.0,0.2064,1.0,0,999999000,0,16666.65,0,42908.0,92908.0,0,0.0,1,1,0.2064,0,True
T16523,U18038,U8092,8518.0,0.0661,1.0,1,999999000,0,16666.65,0,41482.0,91482.0,0,0.0,1,1,0.0661,0,True
T15467,U18043,U5702,9462.0,0.1834,1.0,0,999999000,0,16666.65,0,40538.0,90538.0,0,0.0,1,1,0.1834,0,True
T3966,U18044,U5620,1245.0,0.0153,1.0,1,999999000,0,16666.65,0,48755.0,98755.0,0,0.0,1,1,0.0153,0,True
T15609,U18045,U6186,9300.0,0.0969,1.0,1,999999000,0,16666.65,0,40700.0,90700.0,0,0.0,1,1,0.0969,0,True
T9875,U18046,U13938,8094.0,0.1261,1.0,0,999999000,0,16666.65,0,41906.0,91906.0,0,0.0,1,1,0.1261,0,True
T5379,U18048,U7962,7641.0,0.0794,1.0,0,999999000,0,16666.65,0,42359.0,92359.0,0,0.0,1,1,0.0794,0,True
T11506,U18049,U16151,12929.0,0.1957,1.6126980167144818,0,999999000,0,16666.65,0,37071.0,87071.0,0,0.0,2,2,0.1957,0,True
T3399,U18049,U13557,3105.0,0.0449,0.3873019832855183,0,249180000,0,4153.0,0,46895.0,96895.0,0,0.0,2,2,0.0449,0,True
T10456,U1805,U7681,4617.0,0.0714,1.0,1,999999000,0,16666.65,0,45383.0,95383.0,0,0.0,1,1,0.0714,0,True
T3936,U18050,U14345,6861.0,0.0481,0.7516158480920211,1,999999000,0,16666.65,0,43139.0,93139.0,0,0.0,3,3,0.0481,0,True
T7222,U18050,U4976,7111.0,0.0523,0.7790031038889903,1,3367980000,0,56133.0,0,42889.0,92889.0,0,0.0,3,3,0.0523,0,True
T16979,U18050,U1036,13413.0,0.1042,1.4693810480189884,0,1409220000,0,23487.0,0,36587.0,86587.0,0,0.0,3,3,0.1042,0,True
T636,U18051,U17898,7384.0,0.4581,1.0,0,999999000,0,16666.65,0,42616.0,92616.0,0,0.0,1,1,0.4581,0,True
T17265,U18052,U19164,13555.0,0.1566,1.0,0,999999000,0,16666.65,0,36445.0,86445.0,0,0.0,1,1,0.1566,0,True
T8764,U18054,U7231,3385.0,0.0296,1.0,1,999999000,0,16666.65,0,46615.0,96615.0,0,0.0,1,1,0.0296,0,True
T3013,U18055,U1088,4114.0,0.0528,1.0,0,999999000,0,16666.65,0,45886.0,95886.0,0,0.0,1,1,0.0528,0,True
T8269,U18057,U6342,9168.0,0.0696,1.0,0,999999000,0,16666.65,0,40832.0,90832.0,0,0.0,1,1,0.0696,0,True
T9006,U18058,U18605,10710.0,0.2652,1.0,0,999999000,0,16666.65,0,39290.0,89290.0,0,0.0,1,1,0.2652,0,True
T7734,U1806,U672,10175.0,0.1242,1.0,0,999999000,0,16666.65,0,39825.0,89825.0,0,0.0,1,1,0.1242,0,True
T710,U18060,U20798,7249.0,0.0859,1.0,0,999999000,0,16666.65,0,42751.0,92751.0,0,0.0,1,1,0.0859,0,True
T6192,U18061,U5878,9833.0,0.1066,0.9197025674601319,0,999999000,0,16666.65,0,40167.0,90167.0,0,0.0,2,2,0.1066,0,True
T176,U18061,U13291,11550.0,0.1113,1.0802974325398682,0,3752100000,0,62535.0,0,38450.0,88450.0,0,0.0,2,2,0.1113,0,True
T1591,U18062,U19093,13725.0,0.5806,1.0,0,999999000,0,16666.65,0,36275.0,86275.0,0,0.0,1,1,0.5806,0,True
T10631,U18065,U5152,389.0,0.0027,1.0,1,999999000,0,16666.65,0,49611.0,99611.0,0,0.0,1,1,0.0027,0,True
T10510,U18066,U4411,2283.0,0.0463,1.0,0,999999000,0,16666.65,0,47717.0,97717.0,0,0.0,1,1,0.0463,0,True
T4959,U18068,U20442,6577.0,0.0817,1.0,1,999999000,0,16666.65,0,43423.0,93423.0,0,0.0,1,1,0.0817,0,True
T13340,U1807,U19740,9080.0,0.1875,1.0,1,999999000,0,16666.65,0,40920.0,90920.0,0,0.0,1,1,0.1875,0,True
T4357,U18071,U18239,1958.0,0.0492,1.0,0,999999000,0,16666.65,0,48042.0,98042.0,0,0.0,1,1,0.0492,0,True
T12567,U18072,U17260,8972.0,0.0708,1.0,0,999999000,0,16666.65,0,41028.0,91028.0,0,0.0,1,1,0.0708,0,True
T3507,U18073,U3038,14282.0,0.1772,1.3288053591365836,1,999999000,0,16666.65,0,35718.0,85718.0,0,0.0,2,2,0.1772,0,True
T13237,U18073,U2774,7214.0,0.1088,0.6711946408634164,1,848340000,0,14139.0,0,42786.0,92786.0,0,0.0,2,2,0.1088,0,True
T17177,U18074,U15264,2829.0,0.0353,1.0,0,999999000,0,16666.65,0,47171.0,97171.0,0,0.0,1,1,0.0353,0,True
T13205,U18078,U14189,7424.0,0.1371,1.0,0,999999000,0,16666.65,0,42576.0,92576.0,0,0.0,1,1,0.1371,0,True
T2488,U18079,U1024,409.0,0.003,0.14467633533781393,0,999999000,0,16666.65,0,49591.0,99591.0,0,0.0,2,2,0.003,0,True
T9721,U18079,U17963,5245.0,0.0381,1.855323664662186,1,461280000,0,7688.0,0,44755.0,94755.0,0,0.0,2,2,0.0381,0,True
T12068,U1808,U14777,10400.0,0.1169,1.1814825333712013,1,999999000,0,16666.65,0,39600.0,89600.0,0,0.0,2,2,0.1169,0,True
T10637,U1808,U12829,7205.0,0.0749,0.8185174666287987,1,4072380000,0,67873.0,0,42795.0,92795.0,0,0.0,2,2,0.0749,0,True
T14090,U18080,U6162,12164.0,0.1319,0.9707513666653366,1,999999000,0,16666.65,0,37836.0,87836.0,0,0.0,2,2,0.1319,0,True
T17188,U18080,U9937,12897.0,0.1611,1.0292486333346633,0,589560000,0,9826.0,0,37103.0,87103.0,0,0.0,2,2,0.1611,0,True
T6793,U18082,U5668,14701.0,0.1097,1.697428051843085,1,999999000,0,16666.65,0,35299.0,85299.0,0,0.0,4,4,0.1097,0,True
T14299,U18082,U10946,260.0,0.0023,0.030020494760846346,0,2026080000,0,33768.0,0,49740.0,99740.0,0,0.0,4,4,0.0023,0,True
T14827,U18082,U16748,11735.0,0.1056,1.3549634846866612,0,3479400000,0,57990.0,0,38265.0,88265.0,0,0.0,4,4,0.1056,0,True
T13081,U18082,U18284,7947.0,0.0666,0.9175879687094074,0,1294020000,0,21567.0,0,42053.0,92053.0,0,0.0,4,4,0.0666,0,True
T8671,U18083,U10318,10906.0,0.2467,0.9836745738252007,0,999999000,0,16666.65,0,39094.0,89094.0,0,0.0,2,2,0.2467,0,True
T1323,U18083,U14576,11268.0,0.2031,1.0163254261747994,0,5761620000,0,96027.0,0,38732.0,88732.0,0,0.0,2,2,0.2031,0,True
T8704,U18085,U18254,6183.0,0.1709,1.0,0,999999000,0,16666.65,0,43817.0,93817.0,0,0.0,1,1,0.1709,0,True
T8479,U18087,U12428,2154.0,0.0882,1.6613960663324334,0,999999000,0,16666.65,0,47846.0,97846.0,0,0.0,2,2,0.0882,0,True
T13839,U18087,U10848,439.0,0.0197,0.3386039336675665,0,4577100000,0,76285.0,0,49561.0,99561.0,0,0.0,2,2,0.0197,0,True
T10348,U18088,U100,9013.0,0.0753,1.8830042828789304,0,999999000,0,16666.65,0,40987.0,90987.0,0,0.0,2,2,0.0753,0,True
T15058,U18088,U3238,560.0,0.0051,0.11699571712106968,0,3481620000,0,58027.0,0,49440.0,99440.0,0,0.0,2,2,0.0051,0,True
T3850,U18089,U7945,5547.0,0.0541,0.9072125606498392,0,999999000,0,16666.65,0,44453.0,94453.0,0,0.0,3,3,0.0541,0,True
T4488,U18089,U4059,3419.0,0.0352,0.559177888022679,1,1019880000,0,16998.0,0,46581.0,96581.0,0,0.0,3,3,0.0352,0,True
T12211,U18089,U13293,9377.0,0.1001,1.533609551327482,1,517560000,0,8626.0,0,40623.0,90623.0,0,0.0,3,3,0.1001,0,True
T73,U1809,U20776,7195.0,0.0747,1.0,0,999999000,0,16666.65,0,42805.0,92805.0,0,0.0,1,1,0.0747,0,True
T9900,U18090,U2586,14770.0,0.1111,1.0,0,999999000,0,16666.65,0,35230.0,85230.0,0,0.0,1,1,0.1111,0,True
T963,U18092,U18165,12775.0,0.4216,1.0,0,999999000,0,16666.65,0,37225.0,87225.0,0,0.0,1,1,0.4216,0,True
T9486,U18093,U1051,104.0,0.0012,1.0,1,999999000,0,16666.65,0,49896.0,99896.0,0,0.0,1,1,0.0012,0,True
T7389,U18095,U14520,4136.0,0.035,1.0,1,999999000,0,16666.65,0,45864.0,95864.0,0,0.0,1,1,0.035,0,True
T2967,U18098,U17526,5710.0,0.0979,1.0,0,999999000,0,16666.65,0,44290.0,94290.0,0,0.0,1,1,0.0979,0,True
T6585,U18099,U7839,5589.0,0.1315,1.0,0,999999000,0,16666.65,0,44411.0,94411.0,0,0.0,1,1,0.1315,0,True
T3074,U181,U8549,6077.0,0.0663,1.0,1,999999000,0,16666.65,0,43923.0,93923.0,0,0.0,1,1,0.0663,0,True
T9297,U1810,U14228,9685.0,0.1902,1.5321942730580604,0,999999000,0,16666.65,0,40315.0,90315.0,0,0.0,2,2,0.1902,0,True
T13534,U1810,U7971,2957.0,0.0717,0.46780572694193956,1,1340580000,0,22343.0,0,47043.0,97043.0,0,0.0,2,2,0.0717,0,True
T17667,U18101,U11407,12702.0,0.4705,1.1107030430220357,0,999999000,0,16666.65,0,37298.0,87298.0,0,0.0,2,2,0.4705,0,True
T17309,U18101,U20506,10170.0,0.2736,0.8892969569779643,1,1079700000,0,17995.0,0,39830.0,89830.0,0,0.0,2,2,0.2736,0,True
T4767,U18102,U748,1655.0,0.0314,1.0,0,999999000,0,16666.65,0,48345.0,98345.0,0,0.0,1,1,0.0314,0,True
T9275,U18103,U6668,4054.0,0.0288,0.7853545137543588,1,999999000,0,16666.65,0,45946.0,95946.0,0,0.0,4,4,0.0288,0,True
T16006,U18103,U2159,11598.0,0.0869,2.24680356450988,1,2433780000,0,40563.0,0,38402.0,88402.0,0,0.0,4,4,0.0869,0,True
T12239,U18103,U20757,3478.0,0.0254,0.6737698566447113,0,1490160000,0,24836.0,0,46522.0,96522.0,0,0.0,4,4,0.0254,0,True
T3627,U18103,U11455,1518.0,0.0107,0.29407206509105,0,27720000,0,462.0,0,48482.0,98482.0,0,0.0,4,4,0.0107,0,True
T759,U18105,U8106,4296.0,0.1035,1.0,0,999999000,0,16666.65,0,45704.0,95704.0,0,0.0,1,1,0.1035,0,True
T1875,U18106,U20755,4191.0,0.0548,1.3669275929549902,1,999999000,0,16666.65,0,45809.0,95809.0,0,0.0,2,2,0.0548,0,True
T1993,U18106,U20464,1941.0,0.0269,0.6330724070450098,1,1463820000,0,24397.0,0,48059.0,98059.0,0,0.0,2,2,0.0269,0,True
T1707,U18107,U5638,3192.0,0.029,1.0,1,999999000,0,16666.65,0,46808.0,96808.0,0,0.0,1,1,0.029,0,True
T15048,U18108,U3748,8149.0,0.1508,1.0,1,999999000,0,16666.65,0,41851.0,91851.0,0,0.0,1,1,0.1508,0,True
T375,U18109,U3047,1097.0,0.0267,1.0,0,999999000,0,16666.65,0,48903.0,98903.0,0,0.0,1,1,0.0267,0,True
T11552,U1811,U11730,2835.0,0.058,0.5104735610107436,1,999999000,0,16666.65,0,47165.0,97165.0,0,0.0,3,3,0.058,0,True
T1212,U1811,U19310,8313.0,0.1453,1.496848928635736,0,1535340000,0,25589.0,0,41687.0,91687.0,0,0.0,3,3,0.1453,0,True
T15623,U1811,U7955,5513.0,0.1197,0.9926775103535201,1,283980000,0,4733.0,0,44487.0,94487.0,0,0.0,3,3,0.1197,0,True
T3740,U18110,U14634,10370.0,0.0943,1.0,1,999999000,0,16666.65,0,39630.0,89630.0,0,0.0,1,1,0.0943,0,True
T12188,U18113,U12749,6548.0,0.0759,1.0,1,999999000,0,16666.65,0,43452.0,93452.0,0,0.0,1,1,0.0759,0,True
T5335,U18115,U9077,12643.0,0.091,1.0,0,999999000,0,16666.65,0,37357.0,87357.0,0,0.0,1,1,0.091,0,True
T4334,U18117,U19847,11850.0,0.5319,1.0,0,999999000,0,16666.65,0,38150.0,88150.0,0,0.0,1,1,0.5319,0,True
T10519,U18118,U12025,11358.0,0.1719,1.0,0,999999000,0,16666.65,0,38642.0,88642.0,0,0.0,1,1,0.1719,0,True
T9789,U18119,U9357,5643.0,0.0554,1.0,0,999999000,0,16666.65,0,44357.0,94357.0,0,0.0,1,1,0.0554,0,True
T6101,U1812,U11967,8314.0,0.2042,1.4776504043366214,0,999999000,0,16666.65,0,41686.0,91686.0,0,0.0,2,2,0.2042,0,True
T13299,U1812,U19812,2939.0,0.0907,0.5223495956633787,1,4106580000,0,68443.0,0,47061.0,97061.0,0,0.0,2,2,0.0907,0,True
T4320,U18122,U9804,8892.0,0.0927,1.427287319422151,0,999999000,0,16666.65,0,41108.0,91108.0,0,0.0,2,2,0.0927,0,True
T12782,U18122,U8717,3568.0,0.041,0.5727126805778491,0,4052820000,0,67547.0,0,46432.0,96432.0,0,0.0,2,2,0.041,0,True
T11562,U18125,U11872,4305.0,0.1642,1.0,0,999999000,0,16666.65,0,45695.0,95695.0,0,0.0,1,1,0.1642,0,True
T13069,U18127,U535,595.0,0.0053,0.1699757177546065,0,999999000,0,16666.65,0,49405.0,99405.0,0,0.0,2,2,0.0053,0,True
T2722,U18127,U16897,6406.0,0.0541,1.8300242822453936,1,6292680000,0,104878.0,0,43594.0,93594.0,0,0.0,2,2,0.0541,0,True
T791,U18128,U16981,11188.0,0.1067,1.0,0,999999000,0,16666.65,0,38812.0,88812.0,0,0.0,1,1,0.1067,0,True
T2828,U1813,U2908,8104.0,0.0602,1.0,1,999999000,0,16666.65,0,41896.0,91896.0,0,0.0,1,1,0.0602,0,True
T16942,U18130,U9915,1174.0,0.0597,1.0,0,999999000,0,16666.65,0,48826.0,98826.0,0,0.0,1,1,0.0597,0,True
T15956,U18131,U658,5439.0,0.0932,1.0,1,999999000,0,16666.65,0,44561.0,94561.0,0,0.0,1,1,0.0932,0,True
T14156,U18132,U6346,11530.0,0.1491,1.0,1,999999000,0,16666.65,0,38470.0,88470.0,0,0.0,1,1,0.1491,0,True
T12404,U18133,U6469,12526.0,0.4972,1.23597612117026,0,999999000,0,16666.65,0,37474.0,87474.0,0,0.0,2,2,0.4972,0,True
T372,U18133,U5164,7743.0,0.2351,0.76402387882974,0,1659720000,0,27662.0,0,42257.0,92257.0,0,0.0,2,2,0.2351,0,True
T3548,U18135,U14035,14390.0,0.4846,1.0,1,999999000,0,16666.65,0,35610.0,85610.0,0,0.0,1,1,0.4846,0,True
T7587,U18137,U6583,10622.0,0.3901,1.0,1,999999000,0,16666.65,0,39378.0,89378.0,0,0.0,1,1,0.3901,0,True
T5762,U18139,U17793,2972.0,0.0531,1.0,0,999999000,0,16666.65,0,47028.0,97028.0,0,0.0,1,1,0.0531,0,True
T12489,U1814,U16277,3656.0,0.0795,1.3321187830205867,0,999999000,0,16666.65,0,46344.0,96344.0,0,0.0,2,2,0.0795,0,True
T3982,U1814,U6934,1833.0,0.0383,0.6678812169794134,0,753360000,0,12556.0,0,48167.0,98167.0,0,0.0,2,2,0.0383,0,True
T12085,U18140,U7388,10121.0,0.0891,1.0,0,999999000,0,16666.65,0,39879.0,89879.0,0,0.0,1,1,0.0891,0,True
T7877,U18141,U2904,3286.0,0.0276,0.44166666666666665,0,999999000,0,16666.65,0,46714.0,96714.0,0,0.0,2,2,0.0276,0,True
T15248,U18141,U3480,11594.0,0.1001,1.5583333333333333,0,6296880000,0,104948.0,0,38406.0,88406.0,0,0.0,2,2,0.1001,0,True
T965,U18143,U11756,9559.0,0.0699,1.0,0,999999000,0,16666.65,0,40441.0,90441.0,0,0.0,1,1,0.0699,0,True
T13492,U18144,U8814,2332.0,0.019,1.0,0,999999000,0,16666.65,0,47668.0,97668.0,0,0.0,1,1,0.019,0,True
T12497,U18145,U1518,6394.0,0.1048,1.0,1,999999000,0,16666.65,0,43606.0,93606.0,0,0.0,1,1,0.1048,0,True
T4750,U18147,U14166,5947.0,0.2243,1.483967560823456,0,999999000,0,16666.65,0,44053.0,94053.0,0,0.0,2,2,0.2243,0,True
T16091,U18147,U4688,2068.0,0.1005,0.516032439176544,1,2098200000,0,34970.0,0,47932.0,97932.0,0,0.0,2,2,0.1005,0,True
T7136,U18148,U20131,3471.0,0.0363,0.5775374376039933,0,999999000,0,16666.65,0,46529.0,96529.0,0,0.0,3,3,0.0363,0,True
T17995,U18148,U14760,7890.0,0.0856,1.3128119800332778,0,1364220000,0,22737.0,0,42110.0,92110.0,0,0.0,3,3,0.0856,0,True
T765,U18148,U1966,6669.0,0.0652,1.1096505823627287,1,4363740000,0,72729.0,0,43331.0,93331.0,0,0.0,3,3,0.0652,0,True
T17263,U18149,U5864,1707.3,0.7,0.3228773332156613,0,999999000,0,16666.65,0,48292.7,98292.7,0,0.0,3,3,0.7,0,True
T1218,U18149,U964,8465.0,0.5101,1.6008648893988011,1,807540000,0,13459.0,0,41535.0,91535.0,0,0.0,3,3,0.5101,0,True
T8770,U18149,U11392,5691.0,0.7,1.0762577773855377,1,4231440000,0,70524.0,0,44309.0,94309.0,0,0.0,3,3,0.7,0,True
T15270,U18151,U2257,5372.0,0.051,1.0,0,999999000,0,16666.65,0,44628.0,94628.0,0,0.0,1,1,0.051,0,True
T17137,U18152,U16512,3004.0,0.0293,1.0,0,999999000,0,16666.65,0,46996.0,96996.0,0,0.0,1,1,0.0293,0,True
T1989,U18154,U19111,3568.0,0.0629,1.0,1,999999000,0,16666.65,0,46432.0,96432.0,0,0.0,1,1,0.0629,0,True
T11105,U18157,U19510,7480.0,0.4584,1.0,0,999999000,0,16666.65,0,42520.0,92520.0,0,0.0,1,1,0.4584,0,True
T10252,U18158,U15936,3019.0,0.0481,1.0,1,999999000,0,16666.65,0,46981.0,96981.0,0,0.0,1,1,0.0481,0,True
T8777,U1816,U17471,2531.0,0.028,1.0,1,999999000,0,16666.65,0,47469.0,97469.0,0,0.0,1,1,0.028,0,True
T16657,U18160,U15896,10392.0,0.48,1.0,1,999999000,0,16666.65,0,39608.0,89608.0,0,0.0,1,1,0.48,0,True
T5001,U18161,U5795,10017.0,0.1137,1.0,0,999999000,0,16666.65,0,39983.0,89983.0,0,0.0,1,1,0.1137,0,True
T12927,U18162,U14781,13934.0,0.0977,1.6587107910243437,0,999999000,0,16666.65,0,36066.0,86066.0,0,0.0,2,2,0.0977,0,True
