user_id,graph_score,known_fraud_connections,mule_cluster_size,inbound_sources,outbound_dest,rapid_account_cluster_flag,mule_cluster_flag
U9527,0,0,1,2,0,0,0
U9528,0,0,1,0,0,0,0
U9529,0,0,0,0,1,0,0
U9530,0,0,0,0,0,0,0
U9531,0,0,0,0,0,0,0
U9532,0,0,0,0,1,0,0
U9533,0,0,0,2,3,0,0
U9534,0,0,0,0,0,0,0
U9535,0,0,0,1,0,0,0
U9536,0,0,0,1,0,0,0
U9537,0,0,0,0,1,0,0
U9538,0,0,0,3,2,0,0
U9539,0,0,0,1,0,0,0
U9540,0,0,0,0,1,0,0
U9541,0,0,1,0,0,0,0
U9542,0,0,1,0,1,0,0
U9543,0,0,0,2,0,0,0
U9544,100,1,2,3,1,0,0
U9545,0,0,1,1,0,0,0
U9546,0,0,0,3,0,0,0
U9547,0,0,2,1,1,0,0
U9548,0,0,1,2,2,0,0
U9549,0,0,1,1,0,0,0
U9550,0,0,0,0,1,0,0
U9551,0,0,1,0,3,0,0
U9552,0,0,0,1,0,0,0
U9553,0,0,1,0,1,0,0
U9554,0,0,0,1,0,0,0
U9555,0,0,1,2,3,0,0
U9556,0,0,1,0,2,0,0
U9557,0,0,0,0,0,0,0
U9558,0,0,0,1,1,0,0
U9559,40,1,2,0,0,0,0
U9560,0,0,0,0,0,0,0
U9561,0,0,0,0,0,0,0
U9562,0,0,0,0,1,0,0
U9563,0,0,0,1,0,0,0
U9564,0,0,0,0,1,0,0
U9565,0,0,0,0,1,0,0
U9566,0,0,0,1,0,0,0
U9567,40,1,1,1,0,0,0
U9568,0,0,0,1,1,0,0
U9569,0,0,0,0,1,0,0
U9570,40,1,1,2,0,0,0
U9571,0,0,0,3,2,0,0
U9572,0,0,0,2,1,0,0
U9573,0,0,0,1,0,0,0
U9574,0,0,0,1,0,0,0
U9575,0,0,0,2,0,0,0
U9576,0,0,0,0,1,0,0
U9577,60,0,0,3,1,0,0
U9578,0,0,0,0,1,0,0
U9579,0,0,0,0,1,0,0
U9580,0,0,1,1,1,0,0
U9581,0,0,0,0,0,0,0
U9582,0,0,0,0,1,0,0
U9583,0,0,0,1,0,0,0
U9584,0,0,1,0,0,0,0
U9585,0,0,0,2,0,0,0
U9586,0,0,0,0,1,0,0
U9587,0,0,0,3,0,0,0
U9588,0,0,0,1,1,0,0
U9589,0,0,0,1,1,0,0
U9590,0,0,0,1,2,0,0
U9591,0,0,0,2,5,0,0
U9592,0,0,1,0,1,0,0
U9593,0,0,1,2,0,0,0
U9594,0,0,0,2,1,0,0
U9595,40,1,1,2,1,0,0
U9596,0,0,0,1,2,0,0
U9597,0,0,0,2,1,0,0
U9598,0,0,1,1,1,0,0
U9599,0,0,0,2,0,0,0
U9600,0,0,0,2,1,0,0
U9601,0,0,0,2,2,0,0
U9602,0,0,1,1,0,0,0
U9603,0,0,0,0,2,0,0
U9604,0,0,1,1,2,0,0
U9605,0,0,0,1,1,0,0
U9606,0,0,0,1,1,0,0
U9607,0,0,1,1,0,0,0
U9608,0,0,1,1,0,0,0
U9609,0,0,1,0,2,0,0
U9610,0,0,1,2,0,0,0
U9611,0,0,0,1,2,0,0
U9612,0,0,1,2,1,0,0
U9613,40,1,1,3,0,0,0
U9614,0,0,0,0,2,0,0
U9615,0,0,0,0,1,0,0
U9616,0,0,1,0,1,0,0
U9617,0,0,1,0,1,0,0
U9618,0,0,0,0,1,0,0
U9619,0,0,0,2,1,0,0
U9620,0,0,1,0,1,0,0
U9621,0,0,0,1,2,0,0
U9622,0,0,1,2,0,0,0
U9623,0,0,0,2,2,0,0
U9624,0,0,0,0,0,0,0
U9625,0,0,1,0,0,0,0
U9626,0,0,0,1,1,0,0
U9627,0,0,1,1,2,0,0
U9628,0,0,0,0,1,0,0
U9629,0,0,0,1,0,0,0
U9630,0,0,1,1,0,0,0
U9631,0,0,2,1,0,0,0
U9632,0,0,0,1,0,0,0
U9633,0,0,2,1,2,0,0
U9634,0,0,0,0,2,0,0
U9635,0,0,3,0,0,0,0
U9636,0,0,1,0,0,0,0
U9637,0,0,1,1,2,0,0
U9638,0,0,1,1,0,0,0
U9639,0,0,0,2,0,0,0
U9640,0,0,1,1,4,0,0
U9641,0,0,0,0,0,0,0
U9642,0,0,1,1,2,0,0
U9643,40,1,2,1,2,0,0
U9644,0,0,1,1,0,0,0
U9645,0,0,0,0,0,0,0
U9646,0,0,0,0,1,0,0
U9647,0,0,1,0,1,0,0
U9648,0,0,1,1,0,0,0
U9649,0,0,0,0,0,0,0
U9650,0,0,0,0,0,0,0
U9651,0,0,0,0,1,0,0
U9652,0,0,0,1,2,0,0
U9653,0,0,0,3,2,0,0
U9654,0,0,0,2,0,0,0
U9655,0,0,0,0,0,0,0
U9656,0,0,1,2,1,0,0
U9657,0,0,0,0,2,0,0
U9658,0,0,0,1,1,0,0
U9659,0,0,1,0,1,0,0
U9660,0,0,0,0,1,0,0
U9661,0,0,0,1,0,0,0
U9662,0,0,0,2,0,0,0
U9663,0,0,0,0,0,0,0
U9664,0,0,1,1,0,0,0
U9665,0,0,1,0,1,0,0
U9666,0,0,0,1,1,0,0
U9667,0,0,1,0,2,0,0
U9668,0,0,2,0,1,0,0
U9669,0,0,1,2,0,0,0
U9670,0,0,0,0,1,0,0
U9671,0,0,1,1,0,0,0
U9672,0,0,0,0,0,0,0
U9673,0,0,1,1,2,0,0
U9674,60,0,0,3,1,0,0
U9675,0,0,0,0,1,0,0
U9676,0,0,1,0,0,0,0
U9677,0,0,3,1,0,0,0
U9678,0,0,1,0,0,0,0
U9679,0,0,1,3,5,0,0
U9680,0,0,0,0,0,0,0
U9681,0,0,0,3,0,0,0
U9682,0,0,1,2,0,0,0
U9683,0,0,0,1,1,0,0
U9684,0,0,1,0,0,0,0
U9685,40,1,1,0,0,0,0
U9686,0,0,2,1,1,0,0
U9687,0,0,1,0,1,0,0
U9688,0,0,1,3,0,0,0
U9689,0,0,1,3,2,0,0
U9690,0,0,0,1,1,0,0
U9691,0,0,0,2,2,0,0
U9692,0,0,0,0,0,0,0
U9693,0,0,0,0,0,0,0
U9694,0,0,0,1,2,0,0
U9695,0,0,0,1,0,0,0
U9696,0,0,0,1,0,0,0
U9697,0,0,1,2,0,0,0
U9698,0,0,0,0,0,0,0
U9699,0,0,1,3,0,0,0
U9700,40,1,1,2,0,0,0
U9701,0,0,0,0,1,0,0
U9702,0,0,2,2,0,0,0
U9703,0,0,1,1,2,0,0
U9704,0,0,0,1,2,0,0
U9705,0,0,2,0,0,0,0
U9706,40,1,1,2,0,0,0
U9707,0,0,0,1,1,0,0
U9708,0,0,1,0,1,0,0
U9709,0,0,1,0,1,0,0
U9710,0,0,0,0,1,0,0
U9711,0,0,0,1,0,0,0
U9712,0,0,1,4,0,0,0
U9713,60,0,0,3,1,0,0
U9714,0,0,1,1,1,0,0
U9715,0,0,0,1,0,0,0
U9716,0,0,2,1,1,0,0
U9717,0,0,0,1,0,0,0
U9718,0,0,0,1,0,0,0
U9719,0,0,0,0,0,0,0
U9720,0,0,0,0,1,0,0
U9721,0,0,0,0,0,0,0
U9722,0,0,0,1,1,0,0
U9723,0,0,1,1,0,0,0
U9724,0,0,0,0,0,0,0
U9725,60,0,0,3,1,0,0
U9726,0,0,0,0,0,0,0
U9727,0,0,0,0,1,0,0
U9728,0,0,0,3,2,0,0
U9729,0,0,1,0,1,0,0
U9730,40,1,1,0,1,0,0
U9731,0,0,1,1,0,0,0
U9732,0,0,0,1,2,0,0
U9733,40,1,1,0,0,0,0
U9734,0,0,0,1,2,0,0
U9735,0,0,0,1,0,0,0
U9736,0,0,0,1,0,0,0
U9737,0,0,0,1,0,0,0
U9738,0,0,0,1,1,0,0
U9739,60,0,1,4,1,0,0
U9740,0,0,0,1,3,0,0
U9741,0,0,0,0,0,0,0
U9742,0,0,1,1,0,0,0
U9743,40,1,1,0,2,0,0
U9744,0,0,0,0,0,0,0
U9745,60,0,0,4,1,0,0
U9746,0,0,0,2,0,0,0
U9747,0,0,0,2,0,0,0
U9748,0,0,1,2,1,0,0
U9749,0,0,2,0,0,0,0
U9750,0,0,0,2,1,0,0
U9751,0,0,0,2,0,0,0
U9752,0,0,0,0,0,0,0
U9753,0,0,0,2,0,0,0
U9754,0,0,0,0,0,0,0
U9755,0,0,0,1,0,0,0
U9756,0,0,0,2,0,0,0
U9757,0,0,0,2,2,0,0
U9758,0,0,1,1,1,0,0
U9759,0,0,1,0,0,0,0
U9760,0,0,0,1,2,0,0
U9761,0,0,0,0,1,0,0
U9762,0,0,0,0,1,0,0
U9763,40,1,1,3,2,0,0
U9764,0,0,0,0,0,0,0
U9765,0,0,0,0,0,0,0
U9766,0,0,0,0,1,0,0
U9767,0,0,0,1,1,0,0
U9768,0,0,0,1,0,0,0
U9769,0,0,1,0,2,0,0
U9770,0,0,0,2,2,0,0
U9771,0,0,0,0,0,0,0
U9772,0,0,1,1,1,0,0
U9773,0,0,0,1,2,0,0
U9774,0,0,0,2,0,0,0
U9775,0,0,0,0,1,0,0
U9776,0,0,0,1,0,0,0
U9777,0,0,1,0,1,0,0
U9778,0,0,0,1,1,0,0
U9779,0,0,0,1,0,0,0
U9780,0,0,0,2,4,0,0
U9781,40,1,2,3,2,0,0
U9782,0,0,0,0,0,0,0
U9783,0,0,0,1,0,0,0
U9784,0,0,1,1,0,0,0
U9785,40,1,2,2,0,0,0
U9786,0,0,1,0,1,0,0
U9787,0,0,0,0,4,0,0
U9788,0,0,0,0,1,0,0
U9789,0,0,0,0,2,0,0
U9790,0,0,1,0,2,0,0
U9791,0,0,0,2,1,0,0
U9792,0,0,0,1,1,0,0
U9793,0,0,0,2,1,0,0
U9794,0,0,1,0,2,0,0
U9795,0,0,0,0,0,0,0
U9796,0,0,0,1,0,0,0
U9797,0,0,0,1,2,0,0
U9798,40,1,1,1,0,0,0
U9799,0,0,0,1,0,0,0
U9800,0,0,0,0,0,0,0
U9801,0,0,1,1,0,0,0
U9802,0,0,1,1,0,0,0
U9803,0,0,1,0,0,0,0
U9804,60,0,0,3,1,0,0
U9805,0,0,0,0,1,0,0
U9806,0,0,1,1,1,0,0
U9807,0,0,0,1,0,0,0
U9808,0,0,1,0,1,0,0
U9809,0,0,0,0,2,0,0
U9810,0,0,1,1,1,0,0
U9811,0,0,0,2,2,0,0
U9812,0,0,1,1,2,0,0
U9813,0,0,0,2,0,0,0
U9814,0,0,0,1,0,0,0
U9815,0,0,0,0,1,0,0
U9816,0,0,0,2,1,0,0
U9817,0,0,1,0,0,0,0
U9818,0,0,1,1,1,0,0
U9819,0,0,0,1,1,0,0
U9820,0,0,1,1,1,0,0
U9821,0,0,1,1,1,0,0
U9822,40,1,1,0,3,0,0
U9823,0,0,0,2,4,0,0
U9824,0,0,0,1,2,0,0
U9825,0,0,1,0,1,0,0
U9826,0,0,0,1,2,0,0
U9827,0,0,1,1,0,0,0
U9828,0,0,1,1,0,0,0
U9829,0,0,0,3,0,0,0
U9830,0,0,0,0,0,0,0
U9831,0,0,2,2,0,0,0
U9832,0,0,0,2,0,0,0
U9833,0,0,2,0,0,0,0
U9834,0,0,1,1,0,0,0
U9835,0,0,0,0,0,0,0
U9836,0,0,1,3,0,0,0
U9837,0,0,1,1,3,0,0
U9838,0,0,1,0,0,0,0
U9839,0,0,0,0,1,0,0
U9840,0,0,0,1,0,0,0
U9841,0,0,0,1,0,0,0
U9842,0,0,1,2,0,0,0
U9843,0,0,1,1,1,0,0
U9844,0,0,0,1,1,0,0
U9845,0,0,1,0,0,0,0
U9846,40,1,1,2,0,0,0
U9847,0,0,0,2,1,0,0
U9848,0,0,0,1,0,0,0
U9849,0,0,1,0,1,0,0
U9850,0,0,0,4,2,0,0
U9851,0,0,2,0,2,0,0
U9852,0,0,0,2,0,0,0
U9853,0,0,0,1,1,0,0
U9854,0,0,0,1,1,0,0
U9855,0,0,0,0,1,0,0
U9856,60,0,0,3,1,0,0
U9857,0,0,0,1,0,0,0
U9858,0,0,0,1,0,0,0
U9859,0,0,1,1,1,0,0
U9860,0,0,0,4,0,0,0
U9861,0,0,1,0,1,0,0
U9862,0,0,2,2,2,0,0
U9863,0,0,0,1,1,0,0
U9864,0,0,1,1,1,0,0
U9865,0,0,1,1,0,0,0
U9866,0,0,0,0,2,0,0
U9867,40,1,1,0,1,0,0
U9868,0,0,0,3,0,0,0
U9869,0,0,2,0,1,0,0
U9870,0,0,0,0,0,0,0
U9871,0,0,1,0,2,0,0
U9872,0,0,1,1,0,0,0
U9873,0,0,0,1,0,0,0
U9874,0,0,1,3,0,0,0
U9875,0,0,1,0,3,0,0
U9876,0,0,1,0,2,0,0
U9877,0,0,0,0,0,0,0
U9878,0,0,1,0,1,0,0
U9879,0,0,0,0,0,0,0
U9880,0,0,0,0,1,0,0
U9881,0,0,0,0,2,0,0
U9882,0,0,2,1,0,0,0
U9883,0,0,0,1,2,0,0
U9884,0,0,0,1,1,0,0
U9885,0,0,0,2,3,0,0
U9886,0,0,1,2,1,0,0
U9887,0,0,1,3,0,0,0
U9888,0,0,0,0,0,0,0
U9889,0,0,1,0,2,0,0
U9890,0,0,2,1,0,0,0
U9891,0,0,0,0,3,0,0
U9892,0,0,0,2,4,0,0
U9893,0,0,0,1,0,0,0
U9894,0,0,0,0,0,0,0
U9895,0,0,0,0,0,0,0
U9896,0,0,0,1,0,0,0
U9897,0,0,0,1,0,0,0
U9898,0,0,0,0,1,0,0
U9899,0,0,0,2,2,0,0
U9900,40,1,2,1,0,0,0
U9901,0,0,0,1,1,0,0
U9902,0,0,0,2,0,0,0
U9903,0,0,0,2,1,0,0
U9904,0,0,0,1,0,0,0
U9905,0,0,0,0,2,0,0
U9906,0,0,0,0,0,0,0
U9907,0,0,1,2,3,0,0
U9908,0,0,0,1,0,0,0
U9909,0,0,1,0,2,0,0
U9910,0,0,1,1,0,0,0
U9911,0,0,0,0,0,0,0
U9912,0,0,0,0,0,0,0
U9913,0,0,1,0,2,0,0
U9914,0,0,0,1,1,0,0
U9915,0,0,1,2,0,0,0
U9916,0,0,0,1,0,0,0
U9917,0,0,0,0,1,0,0
U9918,0,0,0,0,0,0,0
U9919,0,0,0,0,2,0,0
U9920,0,0,0,0,1,0,0
U9921,0,0,0,1,0,0,0
U9922,0,0,0,0,1,0,0
U9923,0,0,0,0,1,0,0
U9924,0,0,0,2,1,0,0
U9925,0,0,0,2,3,0,0
U9926,0,0,1,0,1,0,0
U9927,40,1,3,2,0,0,0
U9928,0,0,1,1,1,0,0
U9929,40,1,1,0,1,0,0
U9930,0,0,0,1,1,0,0
U9931,0,0,0,0,1,0,0
U9932,40,2,3,0,1,0,0
U9933,0,0,1,0,3,0,0
U9934,0,0,0,0,1,0,0
U9935,0,0,0,2,1,0,0
U9936,60,0,0,3,1,0,0
U9937,0,0,0,2,2,0,0
U9938,0,0,1,1,1,0,0
U9939,0,0,0,2,0,0,0
U9940,0,0,0,2,0,0,0
U9941,0,0,0,0,1,0,0
U9942,0,0,0,4,0,0,0
U9943,0,0,1,1,2,0,0
U9944,0,0,0,0,1,0,0
U9945,0,0,2,2,1,0,0
U9946,0,0,0,1,1,0,0
U9947,0,0,0,0,0,0,0
U9948,0,0,0,1,2,0,0
U9949,0,0,1,1,1,0,0
U9950,0,0,1,0,2,0,0
U9951,0,0,0,0,0,0,0
U9952,0,0,1,0,1,0,0
U9953,0,0,0,1,0,0,0
U9954,40,2,2,0,1,0,0
U9955,0,0,0,0,1,0,0
U9956,0,0,0,1,0,0,0
U9957,0,0,0,2,1,0,0
U9958,0,0,0,1,3,0,0
U9959,0,0,0,1,0,0,0
U9960,0,0,2,0,0,0,0
U9961,0,0,1,2,0,0,0
U9962,0,0,1,2,2,0,0
U9963,0,0,0,1,1,0,0
U9964,0,0,0,2,2,0,0
U9965,0,0,0,2,0,0,0
U9966,0,0,0,1,0,0,0
U9967,0,0,0,1,1,0,0
U9968,0,0,0,0,1,0,0
U9969,40,1,1,1,3,0,0
U9970,0,0,1,0,4,0,0
U9971,0,0,1,0,0,0,0
U9972,0,0,0,1,0,0,0
U9973,0,0,1,2,0,0,0
U9974,60,0,0,3,1,0,0
U9975,0,0,0,1,1,0,0
U9976,0,0,0,0,0,0,0
U9977,0,0,0,2,2,0,0
U9978,0,0,2,2,1,0,0
U9979,0,0,0,0,0,0,0
U9980,0,0,0,2,1,0,0
U9981,0,0,0,0,1,0,0
U9982,0,0,1,1,1,0,0
U9983,0,0,0,0,0,0,0
U9984,0,0,0,1,0,0,0
U9985,0,0,0,0,1,0,0
U9986,0,0,0,0,0,0,0
U9987,0,0,0,0,0,0,0
U9988,40,1,1,1,0,0,0
U9989,0,0,0,0,1,0,0
U9990,0,0,1,2,1,0,0
U9991,0,0,0,1,2,0,0
U9992,0,0,0,0,0,0,0
U9993,0,0,0,0,1,0,0
U9994,0,0,0,1,2,0,0
U9995,0,0,0,1,0,0,0
U9996,0,0,1,2,1,0,0
U9997,0,0,0,0,1,0,0
U9998,0,0,1,1,1,0,0
U9999,0,0,1,1,1,0,0
U10000,0,0,0,0,0,0,0
U10001,0,0,2,3,2,0,0
U10002,0,0,1,0,2,0,0
U10003,0,0,0,2,1,0,0
U10004,0,0,0,0,1,0,0
U10005,0,0,1,1,2,0,0
U10006,0,0,0,3,0,0,0
U10007,0,0,0,1,2,0,0
U10008,0,0,0,1,0,0,0
U10009,0,0,0,0,1,0,0
U10010,0,0,1,2,1,0,0
U10011,0,0,0,0,2,0,0
U10012,0,0,0,1,0,0,0
U10013,0,0,0,0,0,0,0
U10014,0,0,0,0,0,0,0
U10015,0,0,0,0,2,0,0
U10016,40,1,1,0,0,0,0
U10017,0,0,0,0,0,0,0
U10018,0,0,0,0,0,0,0
U10019,0,0,1,2,1,0,0
U10020,0,0,0,2,1,0,0
U10021,0,0,0,1,1,0,0
U10022,60,0,0,3,1,0,0
U10023,0,0,2,0,0,0,0
U10024,0,0,3,2,1,0,0
U10025,0,0,0,2,0,0,0
U10026,0,0,0,1,1,0,0
U10027,0,0,0,1,5,0,0
U10028,0,0,1,0,1,0,0
U10029,0,0,0,0,2,0,0
U10030,0,0,0,1,1,0,0
U10031,0,0,1,1,1,0,0
U10032,0,0,1,0,0,0,0
U10033,0,0,1,1,0,0,0
U10034,0,0,1,2,3,0,0
U10035,60,0,2,3,1,0,0
U10036,0,0,1,0,1,0,0
U10037,60,0,1,3,1,0,0
U10038,0,0,1,4,0,0,0
U10039,0,0,0,1,1,0,0
U10040,0,0,0,0,2,0,0
U10041,0,0,1,0,0,0,0
U10042,0,0,1,2,0,0,0
U10043,0,0,1,3,0,0,0
U10044,0,0,0,2,2,0,0
U10045,0,0,0,0,0,0,0
U10046,0,0,0,1,1,0,0
U10047,40,1,1,2,0,0,0
U10048,0,0,0,3,0,0,0
U10049,0,0,1,1,1,0,0
U10050,0,0,0,0,1,0,0
U10051,0,0,0,1,1,0,0
U10052,0,0,1,0,1,0,0
U10053,0,0,0,1,1,0,0
U10054,0,0,0,1,0,0,0
U10055,0,0,0,0,3,0,0
U10056,0,0,0,2,0,0,0
U10057,0,0,0,0,0,0,0
U10058,0,0,0,0,1,0,0
U10059,0,0,0,0,1,0,0
U10060,0,0,0,1,0,0,0
U10061,0,0,2,1,0,0,0
U10062,0,0,0,0,0,0,0
U10063,40,1,2,0,0,0,0
U10064,0,0,0,0,1,0,0
U10065,0,0,0,2,2,0,0
U10066,0,0,0,1,0,0,0
U10067,0,0,0,2,0,0,0
U10068,0,0,0,1,1,0,0
U10069,0,0,1,2,0,0,0
U10070,0,0,1,0,1,0,0
U10071,0,0,0,1,1,0,0
U10072,0,0,1,2,2,0,0
U10073,0,0,0,1,0,0,0
U10074,0,0,0,3,0,0,0
U10075,0,0,0,0,2,0,0
U10076,0,0,0,2,1,0,0
U10077,0,0,2,2,0,0,0
U10078,0,0,1,2,1,0,0
U10079,0,0,1,2,1,0,0
U10080,0,0,1,1,0,0,0
U10081,0,0,1,0,1,0,0
U10082,60,0,1,3,1,0,0
U10083,0,0,0,0,1,0,0
U10084,0,0,0,0,2,0,0
U10085,0,0,0,1,1,0,0
U10086,0,0,0,0,0,0,0
U10087,0,0,0,0,0,0,0
U10088,0,0,0,0,1,0,0
U10089,0,0,1,2,0,0,0
U10090,100,1,1,3,1,0,0
U10091,0,0,0,1,2,0,0
U10092,0,0,1,1,0,0,0
U10093,0,0,0,0,0,0,0
U10094,40,1,1,0,2,0,0
U10095,0,0,0,0,2,0,0
U10096,0,0,0,2,0,0,0
U10097,0,0,1,2,0,0,0
U10098,0,0,0,0,1,0,0
U10099,0,0,0,2,2,0,0
U10100,0,0,0,0,2,0,0
U10101,0,0,1,2,0,0,0
U10102,0,0,0,0,1,0,0
U10103,0,0,1,1,2,0,0
U10104,0,0,0,2,1,0,0
U10105,0,0,0,0,1,0,0
U10106,0,0,0,3,0,0,0
U10107,0,0,1,1,0,0,0
U10108,0,0,3,1,1,0,0
U10109,0,0,0,0,1,0,0
U10110,0,0,3,0,1,0,0
U10111,0,0,0,1,0,0,0
U10112,0,0,1,2,0,0,0
U10113,0,0,2,2,0,0,0
U10114,0,0,0,0,0,0,0
U10115,0,0,1,0,3,0,0
U10116,0,0,0,2,0,0,0
U10117,60,0,1,3,1,0,0
U10118,0,0,0,0,2,0,0
U10119,0,0,0,0,0,0,0
U10120,0,0,0,0,0,0,0
U10121,60,0,0,3,1,0,0
U10122,0,0,0,1,0,0,0
U10123,0,0,1,0,1,0,0
U10124,0,0,0,1,1,0,0
U10125,0,0,2,1,0,0,0
U10126,0,0,0,1,0,0,0
U10127,0,0,0,0,4,0,0
U10128,0,0,2,1,0,0,0
U10129,0,0,1,0,3,0,0
U10130,0,0,0,1,3,0,0
U10131,0,0,0,1,3,0,0
U10132,0,0,0,1,0,0,0
U10133,0,0,2,0,2,0,0
U10134,0,0,0,1,0,0,0
U10135,40,1,1,0,0,0,0
U10136,0,0,1,0,1,0,0
U10137,0,0,0,2,1,0,0
U10138,0,0,1,0,1,0,0
U10139,40,1,2,2,1,0,0
U10140,40,1,1,0,0,0,0
U10141,0,0,0,1,0,0,0
U10142,0,0,0,2,0,0,0
U10143,0,0,0,0,1,0,0
U10144,0,0,2,1,1,0,0
U10145,0,0,0,1,2,0,0
U10146,0,0,0,1,0,0,0
U10147,0,0,1,1,1,0,0
U10148,0,0,1,4,2,0,0
U10149,0,0,0,2,0,0,0
U10150,0,0,1,2,0,0,0
U10151,0,0,2,1,1,0,0
U10152,0,0,0,1,0,0,0
U10153,0,0,0,1,1,0,0
U10154,0,0,0,1,1,0,0
U10155,0,0,0,1,2,0,0
U10156,0,0,1,1,0,0,0
U10157,0,0,0,0,2,0,0
U10158,0,0,0,0,1,0,0
U10159,0,0,0,2,0,0,0
U10160,0,0,0,0,0,0,0
U10161,0,0,0,2,0,0,0
U10162,0,0,0,0,1,0,0
U10163,60,0,0,3,1,0,0
U10164,0,0,1,4,0,0,0
U10165,0,0,1,1,2,0,0
U10166,0,0,1,0,1,0,0
U10167,0,0,0,1,0,0,0
U10168,0,0,1,0,0,0,0
U10169,0,0,1,0,1,0,0
U10170,0,0,0,0,0,0,0
U10171,0,0,1,2,1,0,0
U10172,0,0,0,2,2,0,0
U10173,0,0,0,0,0,0,0
U10174,0,0,0,1,0,0,0
U10175,0,0,0,0,2,0,0
U10176,0,0,0,0,2,0,0
U10177,0,0,0,1,2,0,0
U10178,0,0,0,0,0,0,0
U10179,0,0,2,0,0,0,0
U10180,0,0,1,1,2,0,0
U10181,0,0,0,0,1,0,0
U10182,0,0,1,1,0,0,0
U10183,0,0,1,1,1,0,0
U10184,0,0,0,0,0,0,0
U10185,0,0,1,2,1,0,0
U10186,60,0,0,4,1,0,0
U10187,0,0,1,2,1,0,0
U10188,40,1,1,1,2,0,0
U10189,0,0,0,0,2,0,0
U10190,40,1,2,0,1,0,0
U10191,0,0,0,1,0,0,0
U10192,0,0,2,5,2,0,0
U10193,0,0,0,0,1,0,0
U10194,0,0,1,1,1,0,0
U10195,0,0,0,1,0,0,0
U10196,40,1,1,2,0,0,0
U10197,0,0,2,1,1,0,0
U10198,0,0,1,0,1,0,0
U10199,0,0,1,0,3,0,0
U10200,0,0,1,2,1,0,0
U10201,0,0,0,0,0,0,0
U10202,0,0,0,2,1,0,0
U10203,0,0,1,0,2,0,0
U10204,0,0,0,2,2,0,0
U10205,60,0,0,4,1,0,0
U10206,0,0,0,3,0,0,0
U10207,0,0,0,1,0,0,0
U10208,0,0,0,1,1,0,0
U10209,0,0,1,0,3,0,0
U10210,0,0,0,1,0,0,0
U10211,100,1,1,3,1,0,0
U10212,0,0,0,0,0,0,0
U10213,0,0,0,1,0,0,0
U10214,0,0,2,1,2,0,0
U10215,0,0,0,2,1,0,0
U10216,0,0,2,2,0,0,0
U10217,0,0,1,1,0,0,0
U10218,0,0,0,2,0,0,0
U10219,0,0,3,2,1,0,0
U10220,0,0,1,0,1,0,0
U10221,0,0,0,1,1,0,0
U10222,0,0,1,2,4,0,0
U10223,0,0,1,1,0,0,0
U10224,40,1,1,2,0,0,0
U10225,0,0,0,0,0,0,0
U10226,0,0,2,1,1,0,0
U10227,0,0,2,1,1,0,0
U10228,0,0,0,2,1,0,0
U10229,0,0,0,1,1,0,0
U10230,0,0,1,1,2,0,0
U10231,0,0,0,2,0,0,0
U10232,0,0,1,1,0,0,0
U10233,0,0,2,0,0,0,0
U10234,40,1,1,0,0,0,0
U10235,0,0,0,1,0,0,0
U10236,0,0,0,4,0,0,0
U10237,0,0,0,1,0,0,0
U10238,0,0,0,2,1,0,0
U10239,0,0,1,2,1,0,0
U10240,0,0,0,2,1,0,0
U10241,0,0,1,2,2,0,0
U10242,0,0,0,2,0,0,0
U10243,0,0,1,0,2,0,0
U10244,0,0,0,1,0,0,0
U10245,0,0,1,1,1,0,0
U10246,0,0,0,2,2,0,0
U10247,0,0,0,1,0,0,0
U10248,0,0,0,0,1,0,0
U10249,0,0,0,0,1,0,0
U10250,0,0,1,1,2,0,0
U10251,0,0,0,1,1,0,0
U10252,0,0,0,1,1,0,0
U10253,0,0,0,0,2,0,0
U10254,0,0,0,1,2,0,0
U10255,0,0,0,1,0,0,0
U10256,0,0,1,0,0,0,0
U10257,0,0,1,2,0,0,0
U10258,0,0,1,1,0,0,0
U10259,0,0,0,0,1,0,0
U10260,0,0,0,1,1,0,0
U10261,0,0,1,1,0,0,0
U10262,0,0,0,0,2,0,0
U10263,0,0,0,0,0,0,0
U10264,0,0,0,0,0,0,0
U10265,0,0,0,0,0,0,0
U10266,0,0,2,1,1,0,0
U10267,0,0,0,1,0,0,0
U10268,0,0,0,0,0,0,0
U10269,0,0,1,0,0,0,0
U10270,0,0,0,0,1,0,0
U10271,0,0,0,0,0,0,0
U10272,40,1,1,1,2,0,0
U10273,60,0,0,3,1,0,0
U10274,0,0,1,0,0,0,0
U10275,0,0,2,1,0,0,0
U10276,0,0,0,1,0,0,0
U10277,0,0,2,0,1,0,0
U10278,0,0,0,0,1,0,0
U10279,40,1,1,2,0,0,0
U10280,0,0,0,1,1,0,0
U10281,0,0,0,1,2,0,0
U10282,0,0,0,1,0,0,0
U10283,0,0,0,1,0,0,0
U10284,0,0,0,1,0,0,0
U10285,0,0,0,2,0,0,0
U10286,0,0,2,1,3,0,0
U10287,0,0,1,1,1,0,0
U10288,0,0,1,0,0,0,0
U10289,0,0,0,1,2,0,0
U10290,0,0,0,1,0,0,0
U10291,0,0,0,2,2,0,0
U10292,0,0,1,0,3,0,0
U10293,0,0,0,2,1,0,0
U10294,0,0,1,1,0,0,0
U10295,0,0,0,1,0,0,0
U10296,0,0,0,0,4,0,0
U10297,0,0,1,0,1,0,0
U10298,0,0,0,1,1,0,0
U10299,0,0,1,0,0,0,0
U10300,0,0,0,2,1,0,0
