trans_id,sender_id,receiver_id,amount,transaction_type,channel,sender_bal_before,sender_bal_after,receiver_bal_after,timestamp,location,is_sim_bound,device_id,time_to_pay_ms
T9528,U3091,U1125,10121.0,UPI,Mobile,65628.0,55507.0,174696,2025-03-20 05:18:00,Iwakuni,True,DEV_3091,55114
T9529,U3233,U17626,12972.0,UPI,Mobile,134963.0,121991.0,13176,2025-04-18 13:05:00,Iwakuni,True,DEV_3233,37146
T9530,U8663,U11977,9569.0,UPI,Web,63354.0,53785.0,227028,2025-04-14 05:47:00,Iwakuni,True,DEV_8663,40440
T9531,U16091,U12233,13787.0,UPI,Mobile,90608.0,76821.0,37159,2025-03-24 03:55:00,Tokyo,True,DEV_16091,53470
T9532,U17651,U17629,4667.0,UPI,Web,100901.0,96234.0,196569,2025-03-13 14:23:00,Iwakuni,True,DEV_17651,53971
T9533,U13192,U7499,9588.0,UPI,Mobile,84623.0,75035.0,37198,2025-05-04 21:11:00,Iwakuni,True,DEV_13192,35837
T9534,U10425,U10661,1802.0,UPI,Mobile,89072.0,87270.0,134630,2025-03-14 18:43:00,Iwakuni,True,DEV_10425,32799
T9535,U19595,U2883,3198.0,UPI,Mobile,34394.0,31196.0,5005,2025-04-19 19:01:00,Tokyo,True,DEV_19595,32175
T9536,U19089,U18317,6778.0,UPI,Web,57068.0,50290.0,225166,2025-04-29 15:19:00,Shenzhen,True,DEV_19089,28573
T9537,U6760,U18250,13043.0,UPI,Web,36109.0,23066.0,16009,2025-03-31 15:56:00,Shenzhen,True,DEV_6760,41020
T9538,U19278,U8447,11615.0,UPI,Web,115884.0,104269.0,114245,2025-05-09 15:17:00,Shenzhen,True,DEV_19278,45880
T9539,U19672,U19377,4397.0,UPI,Mobile,35213.0,30816.0,109210,2025-05-23 13:11:00,Iwakuni,True,DEV_19672,28043
T9540,U20611,U6848,12195.0,UPI,Mobile,71833.0,59638.0,229090,2025-03-11 06:50:00,Melbourne,True,DEV_20611,27338
T9541,U3754,U5604,5379.0,UPI,Mobile,89757.0,84378.0,269421,2025-04-03 04:46:00,Iwakuni,True,DEV_3754,38183
T9542,U6617,U16421,9468.0,UPI,Web,23071.0,13603.0,97785,2025-03-11 10:55:00,Melbourne,True,DEV_6617,47227
T9543,U9812,U2776,6358.0,UPI,Web,83738.0,77380.0,70959,2025-03-23 18:16:00,Melbourne,True,DEV_9812,41963
T9544,U11387,U5795,12732.0,UPI,Web,53888.0,41156.0,248943,2025-05-02 06:44:00,Tokyo,True,DEV_11387,34589
T9545,U1338,U3754,7257.0,UPI,Mobile,76283.0,69026.0,34798,2025-04-22 03:00:00,Asagaya-minami,True,DEV_1338,50713
T9546,U11257,U20070,13582.0,UPI,Mobile,112353.0,98771.0,39532,2025-04-22 01:32:00,Tokyo,True,DEV_11257,56133
T9547,U12334,U4142,3982.0,UPI,Mobile,121383.0,117401.0,170498,2025-03-07 08:55:00,Iwakuni,True,DEV_12334,13188
T9548,U11988,U1712,8249.0,UPI,Mobile,58424.0,50175.0,165117,2025-03-12 11:30:00,Melbourne,True,DEV_11988,36352
T9549,U16699,U8469,11242.0,UPI,Mobile,114132.0,102890.0,140627,2025-05-20 20:46:00,Tokyo,True,DEV_16699,49278
T9550,U2180,U16649,9069.0,UPI,Web,30808.0,21739.0,184059,2025-04-19 21:51:00,Melbourne,True,DEV_2180,56159
T9551,U6219,U4709,1789.0,UPI,Mobile,36649.0,34860.0,197123,2025-03-12 14:17:00,Melbourne,True,DEV_6219,59108
T9552,U13885,U17988,11980.0,UPI,Web,94067.0,82087.0,60250,2025-04-26 11:06:00,Iwakuni,True,DEV_13885,47882
T9553,U6519,U6714,3317.0,UPI,Mobile,120037.0,116720.0,74570,2025-04-13 14:20:00,Iwakuni,True,DEV_6519,19729
T9554,U7616,U13121,5450.0,UPI,Mobile,73843.0,68393.0,29418,2025-04-14 15:06:00,Iwakuni,True,DEV_7616,13783
T9555,U14039,U18847,6435.0,UPI,Web,130827.0,124392.0,199161,2025-04-01 06:23:00,Shenzhen,True,DEV_14039,21833
T9556,U18316,U3041,4255.0,UPI,Web,143913.0,139658.0,213542,2025-04-05 10:55:00,Asagaya-minami,True,DEV_18316,37126
T9557,U2853,U15565,13361.0,UPI,Mobile,35324.0,21963.0,294174,2025-03-17 16:03:00,Shenzhen,True,DEV_2853,26265
T9558,U2415,U12808,7548.0,UPI,Web,49908.0,42360.0,94708,2025-04-14 04:12:00,Iwakuni,True,DEV_2415,27172
T9559,U18863,U110,598.0,UPI,Mobile,42893.0,42295.0,209568,2025-03-31 22:34:00,Iwakuni,True,DEV_18863,18289
T9560,U7208,U11352,11440.0,UPI,Web,70947.0,59507.0,91574,2025-05-07 19:30:00,Iwakuni,True,DEV_7208,27752
T9561,U17272,U10067,2971.0,UPI,Web,92437.0,89466.0,88444,2025-03-07 04:07:00,Iwakuni,True,DEV_17272,26607
T9562,U19888,U8173,12914.0,UPI,Web,120382.0,107468.0,132888,2025-04-14 03:14:00,Iwakuni,True,DEV_19888,28290
T9563,U1461,U5877,8853.0,UPI,Web,65267.0,56414.0,155385,2025-03-11 13:09:00,Melbourne,True,DEV_1461,50139
T9564,U15915,U11077,7553.0,UPI,Mobile,63698.0,56145.0,13902,2025-05-21 03:33:00,Iwakuni,True,DEV_15915,51634
T9565,U15965,U12990,3720.0,UPI,Mobile,112241.0,108521.0,192742,2025-03-06 22:35:00,Shenzhen,True,DEV_15965,55956
T9566,U2057,U1371,9006.0,UPI,Web,113748.0,104742.0,60477,2025-03-12 16:32:00,Iwakuni,True,DEV_2057,52096
T9567,U19201,U1459,14797.0,UPI,Mobile,56599.0,41802.0,148670,2025-05-01 00:07:00,Melbourne,True,DEV_19201,29180
T9568,U12402,U1972,2052.0,UPI,Web,61441.0,59389.0,199463,2025-04-21 09:26:00,Iwakuni,True,DEV_12402,33879
T9569,U20083,U4381,6820.0,UPI,Web,52285.0,45465.0,178822,2025-03-31 10:22:00,Iwakuni,True,DEV_20083,40843
T9570,U12219,U8384,9334.0,UPI,Web,64573.0,55239.0,224998,2025-04-09 13:54:00,Melbourne,True,DEV_12219,44636
T9571,U1385,U9322,10558.0,UPI,Mobile,103774.0,93216.0,129678,2025-03-09 08:29:00,Iwakuni,True,DEV_1385,56570
T9572,U19273,U1398,8191.0,UPI,Mobile,126985.0,118794.0,262430,2025-05-14 07:45:00,Melbourne,True,DEV_19273,32075
T9573,U9823,U6065,8686.0,UPI,Mobile,11226.0,2540.0,16952,2025-04-17 20:55:00,Melbourne,True,DEV_9823,55733
T9574,U17422,U16669,11000.0,UPI,Mobile,66887.0,55887.0,66563,2025-04-04 07:08:00,Shenzhen,True,DEV_17422,19095
T9575,U304,U2316,1191.0,UPI,Web,106931.0,105740.0,255413,2025-04-08 01:11:00,Shenzhen,True,DEV_304,27592
T9576,U1223,U10001,6262.0,UPI,Web,124115.0,117853.0,260248,2025-03-15 09:26:00,Iwakuni,True,DEV_1223,13476
T9577,U17287,U18188,5785.0,UPI,Web,125383.0,119598.0,13155,2025-05-02 00:02:00,Iwakuni,True,DEV_17287,39994
T9578,U17662,U13390,14903.0,UPI,Web,101867.0,86964.0,182135,2025-03-25 09:55:00,Iwakuni,True,DEV_17662,53606
T9579,U1831,U3171,6175.0,UPI,Web,39834.0,33659.0,74043,2025-04-14 17:03:00,Shenzhen,True,DEV_1831,49685
T9580,U16990,U2639,9340.0,UPI,Mobile,27890.0,18550.0,120280,2025-03-06 11:49:00,Iwakuni,True,DEV_16990,22386
T9581,U19645,U20959,9006.0,UPI,Mobile,23800.0,14794.0,136466,2025-05-10 09:17:00,Xiamen,True,DEV_19645,53170
T9582,U15474,U788,13615.0,UPI,Web,54687.0,41072.0,111869,2025-03-16 00:10:00,Melbourne,True,DEV_15474,28655
T9583,U7060,U11834,5592.0,UPI,Mobile,52565.0,46973.0,109691,2025-05-15 17:21:00,Iwakuni,True,DEV_7060,49455
T9584,U5916,U14126,10373.0,UPI,Mobile,29899.0,19526.0,282816,2025-03-15 19:06:00,Melbourne,True,DEV_5916,21894
T9585,U8295,U3961,8874.0,UPI,Web,90253.0,81379.0,99214,2025-03-21 10:06:00,Tokyo,True,DEV_8295,31719
T9586,U10175,U9397,6812.0,UPI,Web,56359.0,49547.0,170178,2025-04-10 22:57:00,Melbourne,True,DEV_10175,53927
T9587,U6900,U10753,14025.0,UPI,Mobile,117190.0,103165.0,178711,2025-05-04 01:37:00,Shenzhen,True,DEV_6900,59591
T9588,U18604,U15418,9605.0,UPI,Web,41535.0,31930.0,143909,2025-04-14 00:34:00,Iwakuni,True,DEV_18604,39525
T9589,U12202,U4954,2441.0,UPI,Web,69824.0,67383.0,53733,2025-05-08 03:33:00,Tokyo,True,DEV_12202,37728
T9590,U5004,U8119,212.0,UPI,Mobile,99494.0,99282.0,69414,2025-05-05 06:32:00,Shenzhen,True,DEV_5004,48672
T9591,U1410,U11382,7221.0,UPI,Mobile,126794.0,119573.0,81973,2025-04-09 11:30:00,Melbourne,True,DEV_1410,22688
T9592,U1544,U18953,9309.0,UPI,Web,79954.0,70645.0,149708,2025-05-04 10:31:00,Iwakuni,True,DEV_1544,39795
T9593,U20003,U18325,9773.0,UPI,Mobile,49473.0,39700.0,154552,2025-04-01 23:44:00,Iwakuni,True,DEV_20003,40086
T9594,U1543,U2086,12403.0,UPI,Mobile,143060.0,130657.0,166952,2025-03-19 00:41:00,Shenzhen,True,DEV_1543,55811
T9595,U6499,U4451,2412.0,UPI,Web,108374.0,105962.0,45806,2025-05-18 11:08:00,Asagaya-minami,True,DEV_6499,43279
T9596,U16007,U13243,7517.0,UPI,Web,24075.0,16558.0,198328,2025-04-06 19:04:00,Iwakuni,True,DEV_16007,49497
T9597,U3273,U6679,3305.0,UPI,Mobile,135225.0,131920.0,26410,2025-03-07 07:01:00,Shenzhen,True,DEV_3273,59812
T9598,U13899,U2476,3858.0,UPI,Web,110970.0,107112.0,16886,2025-03-23 11:53:00,Melbourne,True,DEV_13899,38736
T9599,U5156,U18812,2611.0,UPI,Mobile,29249.0,26638.0,58032,2025-04-23 23:36:00,Shenzhen,True,DEV_5156,56181
T9600,U9342,U13350,1281.0,UPI,Web,49620.0,48339.0,192789,2025-04-27 23:08:00,Melbourne,True,DEV_9342,31034
T9601,U14265,U14013,11441.0,UPI,Mobile,121363.0,109922.0,15312,2025-04-12 03:40:00,Asagaya-minami,True,DEV_14265,57022
T9602,U12703,U2456,3587.0,UPI,Mobile,130919.0,127332.0,167599,2025-05-16 03:57:00,Iwakuni,True,DEV_12703,13867
T9603,U20587,U10900,7950.6,UPI,Web,11358.0,3407.4,293246,2025-05-18 22:29:00,Iwakuni,True,DEV_20587,40522
T9604,U17776,U6929,1351.0,UPI,Web,136208.0,134857.0,28520,2025-04-11 07:10:00,Melbourne,True,DEV_17776,37414
T9605,U19279,U4440,1105.0,UPI,Mobile,65147.0,64042.0,286564,2025-03-31 02:28:00,Tokyo,True,DEV_19279,27157
T9606,U6254,U5199,13321.0,UPI,Mobile,97552.0,84231.0,119777,2025-03-28 17:40:00,Iwakuni,True,DEV_6254,53857
T9607,U14824,U1741,6360.0,UPI,Web,16875.0,10515.0,120061,2025-05-07 20:32:00,Iwakuni,True,DEV_14824,33604
T9608,U11990,U830,4507.0,UPI,Web,38143.0,33636.0,33700,2025-03-15 01:10:00,Xiamen,True,DEV_11990,31235
T9609,U12942,U11544,3538.0,UPI,Mobile,20454.0,16916.0,181017,2025-04-30 23:37:00,Iwakuni,True,DEV_12942,33298
T9610,U15641,U15684,11360.0,UPI,Web,123583.0,112223.0,198771,2025-03-03 16:06:00,Melbourne,True,DEV_15641,37096
T9611,U16202,U1038,10959.0,UPI,Mobile,140743.0,129784.0,165135,2025-03-18 10:57:00,Iwakuni,True,DEV_16202,13447
T9612,U3087,U1179,11577.0,UPI,Mobile,67604.0,56027.0,101233,2025-05-08 14:12:00,Shenzhen,True,DEV_3087,48937
T9613,U17314,U9129,8978.0,UPI,Web,71853.0,62875.0,109584,2025-03-11 10:05:00,Melbourne,True,DEV_17314,12579
T9614,U14689,U8727,11329.0,UPI,Web,135310.0,123981.0,151324,2025-03-31 19:48:00,Shenzhen,True,DEV_14689,35774
T9615,U17903,U15065,7721.0,UPI,Mobile,79330.0,71609.0,158115,2025-03-23 10:50:00,Melbourne,True,DEV_17903,26082
T9616,U8473,U14892,5628.0,UPI,Web,62455.0,56827.0,217889,2025-03-17 22:52:00,Asagaya-minami,True,DEV_8473,32903
T9617,U8221,U1944,9864.0,UPI,Mobile,27931.0,18067.0,84808,2025-04-29 08:29:00,Shenzhen,True,DEV_8221,28004
T9618,U5303,U7290,5204.0,UPI,Mobile,61016.0,55812.0,167939,2025-05-10 05:19:00,Tokyo,True,DEV_5303,18199
T9619,U3724,U11450,4550.0,UPI,Web,124924.0,120374.0,26455,2025-05-01 02:36:00,Asagaya-minami,True,DEV_3724,51660
T9620,U10108,U5242,12218.0,UPI,Web,83548.0,71330.0,79904,2025-04-07 07:56:00,Shenzhen,True,DEV_10108,42631
T9621,U15937,U11863,562.0,UPI,Web,68392.0,67830.0,176820,2025-04-07 04:32:00,Iwakuni,True,DEV_15937,47480
T9622,U9551,U11087,12058.0,UPI,Mobile,149900.0,137842.0,156885,2025-05-17 00:27:00,Iwakuni,True,DEV_9551,34426
T9623,U9571,U9474,1198.0,UPI,Mobile,147498.0,146300.0,292339,2025-04-15 15:56:00,Tokyo,True,DEV_9571,17945
T9624,U13328,U2690,4120.0,UPI,Mobile,120308.0,116188.0,180850,2025-03-10 21:30:00,Iwakuni,True,DEV_13328,39257
T9625,U13447,U18715,445.0,UPI,Web,66093.0,65648.0,144703,2025-04-19 14:10:00,Iwakuni,True,DEV_13447,17983
T9626,U17921,U18308,4621.0,UPI,Mobile,18425.0,13804.0,75897,2025-03-25 11:43:00,Tokyo,True,DEV_17921,57720
T9627,U17610,U18332,9583.0,UPI,Web,67876.0,58293.0,5508,2025-05-04 04:27:00,Tokyo,True,DEV_17610,14077
T9628,U18274,U386,9567.0,UPI,Web,75820.0,66253.0,37902,2025-04-30 13:40:00,Melbourne,True,DEV_18274,30090
T9629,U12404,U12067,6787.0,UPI,Mobile,25363.0,18576.0,86265,2025-05-04 14:50:00,Melbourne,True,DEV_12404,48938
T9630,U13295,U3806,6770.0,UPI,Mobile,44456.0,37686.0,282087,2025-04-01 23:30:00,Iwakuni,True,DEV_13295,30557
T9631,U15069,U15914,11540.0,UPI,Web,36762.0,25222.0,271206,2025-04-06 09:24:00,Tokyo,True,DEV_15069,26243
T9632,U2864,U18195,3785.0,UPI,Mobile,127904.0,124119.0,7359,2025-05-20 22:57:00,Iwakuni,True,DEV_2864,37321
T9633,U15844,U15230,4002.0,UPI,Mobile,139099.0,135097.0,257938,2025-04-27 21:42:00,Shenzhen,True,DEV_15844,26458
T9634,U17933,U13870,9136.0,UPI,Web,25676.0,16540.0,173515,2025-04-22 07:22:00,Iwakuni,True,DEV_17933,15623
T9635,U11094,U9558,14029.0,UPI,Mobile,93630.0,79601.0,169466,2025-04-26 07:23:00,Iwakuni,True,DEV_11094,46972
T9636,U12482,U5060,13495.0,UPI,Web,95770.0,82275.0,207975,2025-03-01 21:27:00,Asagaya-minami,True,DEV_12482,25420
T9637,U2630,U20438,866.0,UPI,Web,85857.0,84991.0,230803,2025-05-20 03:37:00,Shenzhen,True,DEV_2630,48539
T9638,U8414,U12432,2477.0,UPI,Mobile,102600.0,100123.0,117006,2025-04-30 15:05:00,Melbourne,True,DEV_8414,50103
T9639,U10912,U20921,5340.0,UPI,Web,43309.0,37969.0,156222,2025-05-07 00:50:00,Iwakuni,True,DEV_10912,26021
T9640,U7220,U2441,9187.0,UPI,Web,108014.0,98827.0,226048,2025-04-29 12:42:00,Melbourne,True,DEV_7220,19989
T9641,U3536,U18400,1340.0,UPI,Web,146732.0,145392.0,192256,2025-03-14 23:06:00,Melbourne,True,DEV_3536,33255
T9642,U9891,U5207,6931.0,UPI,Mobile,108355.0,101424.0,183568,2025-04-09 16:31:00,Melbourne,True,DEV_9891,35272
T9643,U1078,U1995,9168.0,UPI,Mobile,129278.0,120110.0,22306,2025-03-11 11:28:00,Xiamen,True,DEV_1078,43693
T9644,U12477,U7134,12519.0,UPI,Web,71255.0,58736.0,282247,2025-04-15 01:34:00,Iwakuni,True,DEV_12477,16029
T9645,U1942,U19958,5248.0,UPI,Mobile,135926.0,130678.0,32663,2025-05-14 11:32:00,Tokyo,True,DEV_1942,48103
T9646,U16859,U13993,8767.0,UPI,Mobile,60781.0,52014.0,174750,2025-03-07 03:37:00,Iwakuni,True,DEV_16859,47236
T9647,U3401,U6645,10410.0,UPI,Mobile,21924.0,11514.0,77342,2025-04-16 10:17:00,Iwakuni,True,DEV_3401,56004
T9648,U15369,U3381,10609.0,UPI,Web,61917.0,51308.0,296405,2025-03-30 02:53:00,Melbourne,True,DEV_15369,29905
T9649,U3060,U12697,13035.0,UPI,Web,100974.0,87939.0,244519,2025-05-08 19:41:00,Iwakuni,True,DEV_3060,16993
T9650,U15781,U16192,580.0,UPI,Mobile,139558.0,138978.0,117848,2025-05-22 03:57:00,Iwakuni,True,DEV_15781,46802
T9651,U3424,U4132,12454.0,UPI,Web,54857.0,42403.0,9594,2025-04-29 19:12:00,Iwakuni,True,DEV_3424,23354
T9652,U5928,U15763,4350.0,UPI,Web,62523.0,58173.0,151215,2025-03-19 14:11:00,Melbourne,True,DEV_5928,50482
T9653,U2622,U17893,8537.2,UPI,Web,12196.0,3658.8,203381,2025-05-10 05:46:00,Iwakuni,True,DEV_2622,42190
T9654,U1550,U7368,12047.0,UPI,Web,95041.0,82994.0,70632,2025-04-20 13:05:00,Asagaya-minami,True,DEV_1550,47009
T9655,U8825,U11247,12544.0,UPI,Mobile,38271.0,25727.0,162412,2025-03-30 13:11:00,Melbourne,True,DEV_8825,34636
T9656,U9482,U13521,7976.0,UPI,Web,23320.0,15344.0,197468,2025-05-14 04:09:00,Iwakuni,True,DEV_9482,37553
T9657,U5909,U4024,7316.0,UPI,Web,57809.0,50493.0,174489,2025-05-05 13:47:00,Iwakuni,True,DEV_5909,24384
T9658,U20192,U14294,13601.0,UPI,Mobile,127645.0,114044.0,76832,2025-05-07 05:09:00,Shenzhen,True,DEV_20192,18213
T9659,U2560,U918,14266.0,UPI,Mobile,91862.0,77596.0,122846,2025-03-28 11:21:00,Iwakuni,True,DEV_2560,55559
T9660,U10578,U18919,4397.0,UPI,Mobile,145607.0,141210.0,15216,2025-04-07 18:00:00,Shenzhen,True,DEV_10578,48220
T9661,U6453,U11541,8336.0,UPI,Web,138127.0,129791.0,195954,2025-05-18 12:57:00,Xiamen,True,DEV_6453,39066
T9662,U17539,U19018,13947.0,UPI,Web,117945.0,103998.0,296094,2025-05-07 22:02:00,Iwakuni,True,DEV_17539,23321
T9663,U7754,U2426,10277.0,UPI,Web,133931.0,123654.0,269337,2025-03-09 01:09:00,Iwakuni,True,DEV_7754,14313
T9664,U12834,U7264,2807.0,UPI,Web,4010.0,1203.0,121858,2025-03-09 20:10:00,Tokyo,True,DEV_12834,49813
T9665,U19337,U859,1298.0,UPI,Mobile,16527.0,15229.0,90052,2025-05-02 08:45:00,Iwakuni,True,DEV_19337,59707
T9666,U9209,U6704,2978.0,UPI,Mobile,67777.0,64799.0,158204,2025-03-28 22:31:00,Iwakuni,True,DEV_9209,29684
T9667,U3668,U13812,5421.0,UPI,Web,10100.0,4679.0,31971,2025-05-11 13:01:00,Shenzhen,True,DEV_3668,32419
T9668,U8093,U8065,636.0,UPI,Web,31851.0,31215.0,167128,2025-03-19 16:52:00,Iwakuni,True,DEV_8093,20702
T9669,U5932,U14717,7640.0,UPI,Mobile,113779.0,106139.0,206344,2025-05-04 17:24:00,Xiamen,True,DEV_5932,50559
T9670,U20388,U4447,8514.0,UPI,Mobile,148297.0,139783.0,5016,2025-05-01 20:51:00,Tokyo,True,DEV_20388,33850
T9671,U1211,U14779,8064.0,UPI,Web,34865.0,26801.0,79899,2025-03-06 22:38:00,Asagaya-minami,True,DEV_1211,20772
T9672,U11141,U3088,12283.0,UPI,Mobile,65263.0,52980.0,5934,2025-03-13 18:03:00,Tokyo,True,DEV_11141,39380
T9673,U4736,U19933,11412.0,UPI,Mobile,59844.0,48432.0,59432,2025-03-19 16:42:00,Iwakuni,True,DEV_4736,15867
T9674,U469,U12869,13505.0,UPI,Mobile,127735.0,114230.0,166505,2025-05-07 10:55:00,Melbourne,True,DEV_469,28700
T9675,U10131,U1476,2764.0,UPI,Mobile,134355.0,131591.0,112881,2025-04-23 16:31:00,Iwakuni,True,DEV_10131,19690
T9676,U1255,U6362,6397.0,UPI,Web,144462.0,138065.0,128166,2025-05-06 10:36:00,Asagaya-minami,True,DEV_1255,50034
T9677,U2567,U7587,10110.0,UPI,Mobile,15668.0,5558.0,121175,2025-04-09 10:34:00,Shenzhen,True,DEV_2567,39936
T9678,U20574,U9820,10350.0,UPI,Web,22328.0,11978.0,126390,2025-05-18 12:25:00,Iwakuni,True,DEV_20574,13527
T9679,U13154,U1693,10335.0,UPI,Mobile,139323.0,128988.0,23380,2025-05-13 18:11:00,Melbourne,True,DEV_13154,50881
T9680,U15770,U6049,7819.0,UPI,Web,106737.0,98918.0,260489,2025-05-03 06:20:00,Iwakuni,True,DEV_15770,43180
T9681,U8695,U13393,190.0,UPI,Web,109548.0,109358.0,16101,2025-05-22 08:01:00,Iwakuni,True,DEV_8695,27350
T9682,U16533,U13179,2189.0,UPI,Mobile,45743.0,43554.0,49346,2025-03-14 09:27:00,Shenzhen,True,DEV_16533,15837
T9683,U8234,U13294,4221.0,UPI,Web,108739.0,104518.0,65020,2025-03-14 20:48:00,Melbourne,True,DEV_8234,46625
T9684,U16392,U10739,7389.0,UPI,Mobile,57928.0,50539.0,119546,2025-05-11 06:47:00,Iwakuni,True,DEV_16392,35694
T9685,U5500,U15294,3923.0,UPI,Mobile,38084.0,34161.0,211833,2025-05-02 06:54:00,Shenzhen,True,DEV_5500,21080
T9686,U17625,U4048,1089.0,UPI,Mobile,39268.0,38179.0,51247,2025-04-16 15:44:00,Iwakuni,True,DEV_17625,39262
T9687,U19271,U4841,10318.0,UPI,Web,53222.0,42904.0,282550,2025-03-26 10:04:00,Melbourne,True,DEV_19271,33603
T9688,U11247,U17647,9399.0,UPI,Web,23754.0,14355.0,177018,2025-03-07 02:46:00,Melbourne,True,DEV_11247,19251
T9689,U19177,U14055,2599.0,UPI,Mobile,129406.0,126807.0,222558,2025-04-25 02:44:00,Shenzhen,True,DEV_19177,36558
T9690,U18453,U13327,6777.0,UPI,Web,122322.0,115545.0,104280,2025-05-17 04:29:00,Iwakuni,True,DEV_18453,20606
T9691,U8164,U7530,11710.0,UPI,Web,108744.0,97034.0,266407,2025-03-29 05:24:00,Shenzhen,True,DEV_8164,27411
T9692,U12685,U8009,12321.0,UPI,Web,85076.0,72755.0,61902,2025-04-24 00:45:00,Iwakuni,True,DEV_12685,45695
T9693,U16136,U8550,9025.0,UPI,Mobile,127502.0,118477.0,131815,2025-03-09 00:38:00,Shenzhen,True,DEV_16136,52066
T9694,U14083,U14616,1025.0,UPI,Web,15846.0,14821.0,13215,2025-04-13 13:47:00,Melbourne,True,DEV_14083,45723
T9695,U15841,U3953,11092.0,UPI,Mobile,65999.0,54907.0,208019,2025-04-01 21:24:00,Iwakuni,True,DEV_15841,50538
T9696,U8001,U13237,12074.0,UPI,Mobile,117046.0,104972.0,285981,2025-04-07 07:14:00,Iwakuni,True,DEV_8001,55375
T9697,U2423,U12187,8879.0,UPI,Web,30480.0,21601.0,271823,2025-03-11 17:56:00,Iwakuni,True,DEV_2423,35095
T9698,U18381,U11197,14267.0,UPI,Mobile,110185.0,95918.0,97636,2025-05-19 05:23:00,Melbourne,True,DEV_18381,27079
T9699,U10104,U7489,7845.0,UPI,Mobile,81821.0,73976.0,91414,2025-04-17 04:14:00,Tokyo,True,DEV_10104,30156
T9700,U8581,U5291,12852.0,UPI,Web,104795.0,91943.0,182606,2025-03-31 08:41:00,Iwakuni,True,DEV_8581,50123
T9701,U19149,U7301,1526.0,UPI,Mobile,72994.0,71468.0,39939,2025-04-17 21:27:00,Iwakuni,True,DEV_19149,23076
T9702,U15170,U16566,11264.0,UPI,Web,37975.0,26711.0,7798,2025-03-20 21:45:00,Melbourne,True,DEV_15170,45022
T9703,U19189,U4957,12816.0,UPI,Mobile,18943.0,6127.0,124555,2025-05-05 22:54:00,Iwakuni,True,DEV_19189,31398
T9704,U17683,U8224,9673.0,UPI,Web,93230.0,83557.0,177719,2025-04-07 02:59:00,Melbourne,True,DEV_17683,50675
T9705,U3036,U10866,8662.0,UPI,Mobile,111336.0,102674.0,280666,2025-05-20 05:36:00,Melbourne,True,DEV_3036,12528
T9706,U14141,U20249,2502.0,UPI,Web,33364.0,30862.0,17590,2025-04-05 02:40:00,Iwakuni,True,DEV_14141,30384
T9707,U13010,U14969,14644.0,UPI,Web,123789.0,109145.0,102429,2025-03-23 19:49:00,Xiamen,True,DEV_13010,28408
T9708,U4144,U18182,2709.0,UPI,Mobile,147712.0,145003.0,156187,2025-05-08 06:38:00,Iwakuni,True,DEV_4144,15736
T9709,U10287,U217,8523.0,UPI,Web,66346.0,57823.0,140822,2025-04-20 11:35:00,Melbourne,True,DEV_10287,34486
T9710,U5151,U4812,13199.0,UPI,Mobile,128481.0,115282.0,89616,2025-03-16 19:28:00,Iwakuni,True,DEV_5151,41029
T9711,U15193,U15857,4362.0,UPI,Mobile,115390.0,111028.0,271342,2025-04-26 20:50:00,Xiamen,True,DEV_15193,59743
T9712,U20303,U13512,1497.0,UPI,Mobile,134585.0,133088.0,252369,2025-04-22 12:35:00,Iwakuni,True,DEV_20303,16372
T9713,U17754,U5586,10163.0,UPI,Mobile,68464.0,58301.0,70158,2025-04-16 13:19:00,Iwakuni,True,DEV_17754,24520
T9714,U8856,U7420,8527.0,UPI,Mobile,112001.0,103474.0,87812,2025-05-06 06:15:00,Iwakuni,True,DEV_8856,33704
T9715,U1756,U20324,8091.0,UPI,Web,108725.0,100634.0,244048,2025-05-12 13:16:00,Melbourne,True,DEV_1756,48916
T9716,U18206,U16718,5060.0,UPI,Mobile,101175.0,96115.0,230714,2025-04-03 20:14:00,Iwakuni,True,DEV_18206,35270
T9717,U538,U20461,9396.0,UPI,Web,53768.0,44372.0,60239,2025-04-18 03:54:00,Iwakuni,True,DEV_538,52281
T9718,U2207,U17585,10349.0,UPI,Mobile,147868.0,137519.0,229470,2025-04-26 10:03:00,Melbourne,True,DEV_2207,48803
T9719,U560,U20776,13310.0,UPI,Mobile,140516.0,127206.0,274129,2025-03-04 13:43:00,Iwakuni,True,DEV_560,50456
T9720,U17509,U10240,9700.0,UPI,Mobile,29235.0,19535.0,102152,2025-04-02 03:17:00,Iwakuni,True,DEV_17509,52045
T9721,U18079,U17963,5245.0,UPI,Mobile,137547.0,132302.0,41632,2025-04-06 02:53:00,Iwakuni,True,DEV_18079,34372
T9722,U326,U14635,4268.0,UPI,Web,149383.0,145115.0,187811,2025-05-02 18:40:00,Melbourne,True,DEV_326,21054
T9723,U7141,U16342,3313.0,UPI,Web,61838.0,58525.0,36821,2025-03-03 02:22:00,Xiamen,True,DEV_7141,16692
T9724,U11870,U10080,4570.0,UPI,Web,149280.0,144710.0,173731,2025-05-14 18:25:00,Melbourne,True,DEV_11870,12635
T9725,U2177,U12735,11179.0,UPI,Web,43444.0,32265.0,35724,2025-05-10 11:35:00,Melbourne,True,DEV_2177,31365
T9726,U9135,U10305,11331.0,UPI,Web,95329.0,83998.0,90803,2025-04-02 05:30:00,Melbourne,True,DEV_9135,26856
