alert_id,priority,sla_minutes,created_at,due_at,breached,last_checked
TXN-70F2CD67,P3,1440,2026-05-17T11:11:21.049182,2026-05-18T11:11:21.049182,False,2026-05-17T11:11:21.049182
TXN-C427CDBF,P3,1440,2026-05-17T11:11:22.142784,2026-05-18T11:11:22.142784,False,2026-05-17T11:11:22.142784
TXN-FCB55875,P3,1440,2026-05-17T11:11:22.592796,2026-05-18T11:11:22.592796,False,2026-05-17T11:11:22.592796
TXN-119DCADB,P3,1440,2026-05-17T11:11:22.932374,2026-05-18T11:11:22.932374,False,2026-05-17T11:11:22.932374
TXN-5E23379E,P3,1440,2026-05-17T11:11:23.463366,2026-05-18T11:11:23.463366,False,2026-05-17T11:11:23.463366
TXN-A5008581,P3,1440,2026-05-17T11:11:23.564287,2026-05-18T11:11:23.564287,False,2026-05-17T11:11:23.564287
TXN-E3610B49,P3,1440,2026-05-17T11:11:24.881842,2026-05-18T11:11:24.881842,False,2026-05-17T11:11:24.881842
TXN-ADA48892,P3,1440,2026-05-17T11:11:25.283222,2026-05-18T11:11:25.283222,False,2026-05-17T11:11:25.283222
TXN-2C1FC5F6,P3,1440,2026-05-17T11:11:26.258921,2026-05-18T11:11:26.258921,False,2026-05-17T11:11:26.258921
TXN-41D51C39,P3,1440,2026-05-17T11:11:26.283838,2026-05-18T11:11:26.283838,False,2026-05-17T11:11:26.283838
TXN-3E50E236,P3,1440,2026-05-17T11:11:26.326211,2026-05-18T11:11:26.326211,False,2026-05-17T11:11:26.326211
TXN-5CD13579,P3,1440,2026-05-17T11:11:27.540323,2026-05-18T11:11:27.540323,False,2026-05-17T11:11:27.540323
TXN-9A80806F,P3,1440,2026-05-17T11:11:27.959216,2026-05-18T11:11:27.959216,False,2026-05-17T11:11:27.959216
TXN-360555E6,P3,1440,2026-05-17T11:11:28.150243,2026-05-18T11:11:28.150243,False,2026-05-17T11:11:28.150243
TXN-601EEF4A,P3,1440,2026-05-17T11:11:28.994392,2026-05-18T11:11:28.994392,False,2026-05-17T11:11:28.994392
TXN-CD39C53A,P3,1440,2026-05-17T11:11:29.011248,2026-05-18T11:11:29.011248,False,2026-05-17T11:11:29.011248
TXN-905DDF83,P3,1440,2026-05-17T11:11:29.054037,2026-05-18T11:11:29.054037,False,2026-05-17T11:11:29.054037
TXN-F64B0884,P3,1440,2026-05-17T11:11:30.240247,2026-05-18T11:11:30.240247,False,2026-05-17T11:11:30.240247
TXN-A82E4B58,P3,1440,2026-05-17T11:11:30.606864,2026-05-18T11:11:30.606864,False,2026-05-17T11:11:30.606864
TXN-77A43C4C,P3,1440,2026-05-17T11:11:30.808867,2026-05-18T11:11:30.808867,False,2026-05-17T11:11:30.808867
TXN-CAA8F42E,P3,1440,2026-05-17T11:11:31.719105,2026-05-18T11:11:31.719105,False,2026-05-17T11:11:31.719105
TXN-8AA47A87,P3,1440,2026-05-17T11:11:31.725386,2026-05-18T11:11:31.725386,False,2026-05-17T11:11:31.725386
TXN-29843F48,P3,1440,2026-05-17T11:11:31.784245,2026-05-18T11:11:31.784245,False,2026-05-17T11:11:31.784245
TXN-B1EF17A7,P3,1440,2026-05-17T11:11:32.941339,2026-05-18T11:11:32.941339,False,2026-05-17T11:11:32.941339
TXN-FDF8B9D1,P3,1440,2026-05-17T11:11:34.406198,2026-05-18T11:11:34.406198,False,2026-05-17T11:11:34.406198
TXN-26673E28,P3,1440,2026-05-17T11:11:34.472074,2026-05-18T11:11:34.472074,False,2026-05-17T11:11:34.472074
TXN-E9E976C0,P3,1440,2026-05-17T11:11:35.672307,2026-05-18T11:11:35.672307,False,2026-05-17T11:11:35.672307
TXN-3A07ABF5,P3,1440,2026-05-17T11:11:35.808587,2026-05-18T11:11:35.808587,False,2026-05-17T11:11:35.808587
TXN-3A6AEFB8,P3,1440,2026-05-17T11:11:36.013949,2026-05-18T11:11:36.013949,False,2026-05-17T11:11:36.013949
TXN-36CB3E4D,P3,1440,2026-05-17T11:11:37.047619,2026-05-18T11:11:37.047619,False,2026-05-17T11:11:37.047619
TXN-57D8A5C4,P3,1440,2026-05-17T11:11:37.119360,2026-05-18T11:11:37.119360,False,2026-05-17T11:11:37.119360
TXN-155F3CF2,P3,1440,2026-05-17T11:11:37.122870,2026-05-18T11:11:37.122870,False,2026-05-17T11:11:37.122870
TXN-8AD91094,P3,1440,2026-05-17T11:11:38.456012,2026-05-18T11:11:38.456012,False,2026-05-17T11:11:38.456012
TXN-03945D9B,P3,1440,2026-05-17T11:11:38.476461,2026-05-18T11:11:38.476461,False,2026-05-17T11:11:38.476461
TXN-15152275,P3,1440,2026-05-17T11:11:39.842611,2026-05-18T11:11:39.842611,False,2026-05-17T11:11:39.842611
TXN-42774273,P3,1440,2026-05-17T11:11:41.258418,2026-05-18T11:11:41.258418,False,2026-05-17T11:11:41.258418
TXN-05B137D4,P3,1440,2026-05-17T11:11:42.291981,2026-05-18T11:11:42.291981,False,2026-05-17T11:11:42.291981
TXN-4B24DB80,P3,1440,2026-05-17T11:11:42.391292,2026-05-18T11:11:42.391292,False,2026-05-17T11:11:42.391292
TXN-9B7A53C4,P3,1440,2026-05-17T11:11:42.589725,2026-05-18T11:11:42.589725,False,2026-05-17T11:11:42.589725
TXN-DDA7463B,P3,1440,2026-05-17T11:11:43.762352,2026-05-18T11:11:43.762352,False,2026-05-17T11:11:43.762352
TXN-D9558E0B,P3,1440,2026-05-17T11:11:43.782406,2026-05-18T11:11:43.782406,False,2026-05-17T11:11:43.782406
TXN-C4FE82EB,P3,1440,2026-05-17T11:11:44.961205,2026-05-18T11:11:44.961205,False,2026-05-17T11:11:44.961205
TXN-129FECB9,P3,1440,2026-05-17T11:11:45.089810,2026-05-18T11:11:45.089810,False,2026-05-17T11:11:45.089810
TXN-56123977,P3,1440,2026-05-17T11:11:46.482553,2026-05-18T11:11:46.482553,False,2026-05-17T11:11:46.482553
TXN-EF29877F,P3,1440,2026-05-17T11:11:46.491359,2026-05-18T11:11:46.491359,False,2026-05-17T11:11:46.491359
TXN-FB37F06A,P3,1440,2026-05-17T11:11:46.535137,2026-05-18T11:11:46.535137,False,2026-05-17T11:11:46.535137
TXN-48F46DFF,P3,1440,2026-05-17T11:11:47.656173,2026-05-18T11:11:47.656173,False,2026-05-17T11:11:47.656173
TXN-1DAECCA0,P3,1440,2026-05-17T11:11:47.770920,2026-05-18T11:11:47.770920,False,2026-05-17T11:11:47.770920
TXN-99DB305B,P3,1440,2026-05-17T11:11:47.795969,2026-05-18T11:11:47.795969,False,2026-05-17T11:11:47.795969
TXN-2253450F,P3,1440,2026-05-17T11:11:49.218390,2026-05-18T11:11:49.218390,False,2026-05-17T11:11:49.218390
TXN-BD2288C5,P3,1440,2026-05-17T11:11:49.238791,2026-05-18T11:11:49.238791,False,2026-05-17T11:11:49.238791
TXN-0509702D,P3,1440,2026-05-17T11:11:50.501755,2026-05-18T11:11:50.501755,False,2026-05-17T11:11:50.501755
TXN-4768F5D1,P3,1440,2026-05-17T11:11:50.508069,2026-05-18T11:11:50.508069,False,2026-05-17T11:11:50.508069
TXN-81450A37,P3,1440,2026-05-17T11:11:51.941349,2026-05-18T11:11:51.941349,False,2026-05-17T11:11:51.941349
TXN-243059F6,P3,1440,2026-05-17T11:11:51.964071,2026-05-18T11:11:51.964071,False,2026-05-17T11:11:51.964071
TXN-29BA7305,P3,1440,2026-05-17T11:11:53.195516,2026-05-18T11:11:53.195516,False,2026-05-17T11:11:53.195516
TXN-CA4BF3D6,P3,1440,2026-05-17T11:11:53.264351,2026-05-18T11:11:53.264351,False,2026-05-17T11:11:53.264351
TXN-BEA9CDB5,P3,1440,2026-05-17T11:11:54.247962,2026-05-18T11:11:54.247962,False,2026-05-17T11:11:54.247962
TXN-401C806B,P3,1440,2026-05-17T11:11:54.681310,2026-05-18T11:11:54.681310,False,2026-05-17T11:11:54.681310
TXN-3E858B47,P3,1440,2026-05-17T11:11:54.689091,2026-05-18T11:11:54.689091,False,2026-05-17T11:11:54.689091
TXN-56981437,P3,1440,2026-05-17T11:11:55.401161,2026-05-18T11:11:55.401161,False,2026-05-17T11:11:55.401161
TXN-710C2194,P3,1440,2026-05-17T11:11:55.868709,2026-05-18T11:11:55.868709,False,2026-05-17T11:11:55.868709
TXN-996ABE1B,P3,1440,2026-05-17T11:11:55.976650,2026-05-18T11:11:55.976650,False,2026-05-17T11:11:55.976650
TXN-0CF40E29,P3,1440,2026-05-17T11:11:57.419387,2026-05-18T11:11:57.419387,False,2026-05-17T11:11:57.419387
TXN-6C670A4C,P3,1440,2026-05-17T11:11:57.441348,2026-05-18T11:11:57.441348,False,2026-05-17T11:11:57.441348
TXN-8B4EAE7F,P3,1440,2026-05-17T11:11:58.559752,2026-05-18T11:11:58.559752,False,2026-05-17T11:11:58.559752
TXN-CEECBE4B,P3,1440,2026-05-17T11:11:58.679508,2026-05-18T11:11:58.679508,False,2026-05-17T11:11:58.679508
TXN-8D6F96AA,P3,1440,2026-05-17T11:11:59.475774,2026-05-18T11:11:59.475774,False,2026-05-17T11:11:59.475774
TXN-0AD1BE52,P3,1440,2026-05-17T11:12:00.088574,2026-05-18T11:12:00.088574,False,2026-05-17T11:12:00.088574
TXN-399B2AE1,P3,1440,2026-05-17T11:12:00.150826,2026-05-18T11:12:00.150826,False,2026-05-17T11:12:00.150826
TXN-8E6D5B0F,P3,1440,2026-05-17T11:12:00.616859,2026-05-18T11:12:00.616859,False,2026-05-17T11:12:00.616859
TXN-D1F488A5,P3,1440,2026-05-17T11:12:01.238793,2026-05-18T11:12:01.238793,False,2026-05-17T11:12:01.238793
TXN-167F662A,P3,1440,2026-05-17T11:12:02.122090,2026-05-18T11:12:02.122090,False,2026-05-17T11:12:02.122090
TXN-6B10EB21,P3,1440,2026-05-17T11:12:02.739012,2026-05-18T11:12:02.739012,False,2026-05-17T11:12:02.739012
TXN-D3767CE6,P3,1440,2026-05-17T11:12:02.865267,2026-05-18T11:12:02.865267,False,2026-05-17T11:12:02.865267
TXN-AC2AB335,P3,1440,2026-05-17T11:12:03.888630,2026-05-18T11:12:03.888630,False,2026-05-17T11:12:03.888630
TXN-B4BEB4FC,P3,1440,2026-05-17T11:12:03.972046,2026-05-18T11:12:03.972046,False,2026-05-17T11:12:03.972046
TXN-C8684415,P3,1440,2026-05-17T11:12:05.539123,2026-05-18T11:12:05.539123,False,2026-05-17T11:12:05.539123
TXN-0A447836,P3,1440,2026-05-17T11:12:05.834208,2026-05-18T11:12:05.834208,False,2026-05-17T11:12:05.834208
TXN-AFBC5A42,P3,1440,2026-05-17T11:12:06.618914,2026-05-18T11:12:06.618914,False,2026-05-17T11:12:06.618914
TXN-5BDEA0D9,P3,1440,2026-05-17T11:12:06.684320,2026-05-18T11:12:06.684320,False,2026-05-17T11:12:06.684320
TXN-0BE9B30B,P3,1440,2026-05-17T11:12:07.354793,2026-05-18T11:12:07.354793,False,2026-05-17T11:12:07.354793
TXN-0DB6BA0E,P3,1440,2026-05-17T11:12:07.956451,2026-05-18T11:12:07.956451,False,2026-05-17T11:12:07.956451
TXN-F47C8D09,P3,1440,2026-05-17T11:12:08.261798,2026-05-18T11:12:08.261798,False,2026-05-17T11:12:08.261798
TXN-9126A720,P3,1440,2026-05-17T11:12:08.517352,2026-05-18T11:12:08.517352,False,2026-05-17T11:12:08.517352
TXN-FE57C239,P3,1440,2026-05-17T11:12:09.355120,2026-05-18T11:12:09.355120,False,2026-05-17T11:12:09.355120
TXN-E18B48C7,P3,1440,2026-05-17T11:12:09.428818,2026-05-18T11:12:09.428818,False,2026-05-17T11:12:09.428818
TXN-04C18B10,P3,1440,2026-05-17T11:12:10.173616,2026-05-18T11:12:10.173616,False,2026-05-17T11:12:10.173616
TXN-1E96A61A,P3,1440,2026-05-17T11:12:10.999850,2026-05-18T11:12:10.999850,False,2026-05-17T11:12:10.999850
TXN-A7256BA1,P3,1440,2026-05-17T11:12:11.171767,2026-05-18T11:12:11.171767,False,2026-05-17T11:12:11.171767
TXN-D906FDAA,P3,1440,2026-05-17T11:12:12.097011,2026-05-18T11:12:12.097011,False,2026-05-17T11:12:12.097011
TXN-DB1E6088,P3,1440,2026-05-17T11:12:12.868112,2026-05-18T11:12:12.868112,False,2026-05-17T11:12:12.868112
TXN-1DDB9F62,P3,1440,2026-05-17T11:12:13.196934,2026-05-18T11:12:13.196934,False,2026-05-17T11:12:13.196934
TXN-608E1D37,P3,1440,2026-05-17T11:12:13.725860,2026-05-18T11:12:13.725860,False,2026-05-17T11:12:13.725860
TXN-E2982166,P3,1440,2026-05-17T11:12:13.878041,2026-05-18T11:12:13.878041,False,2026-05-17T11:12:13.878041
TXN-0A207D80,P3,1440,2026-05-17T11:12:14.828513,2026-05-18T11:12:14.828513,False,2026-05-17T11:12:14.828513
TXN-1FC9AC8F,P3,1440,2026-05-17T11:12:15.545443,2026-05-18T11:12:15.545443,False,2026-05-17T11:12:15.545443
TXN-391B4F67,P3,1440,2026-05-17T11:12:15.876169,2026-05-18T11:12:15.876169,False,2026-05-17T11:12:15.876169
TXN-3214BC82,P3,1440,2026-05-17T11:12:16.508856,2026-05-18T11:12:16.508856,False,2026-05-17T11:12:16.508856
TXN-B9CAE5F1,P3,1440,2026-05-17T11:12:16.571260,2026-05-18T11:12:16.571260,False,2026-05-17T11:12:16.571260
TXN-783929CE,P3,1440,2026-05-17T11:12:17.242079,2026-05-18T11:12:17.242079,False,2026-05-17T11:12:17.242079
TXN-0C70C85A,P3,1440,2026-05-17T11:12:17.520347,2026-05-18T11:12:17.520347,False,2026-05-17T11:12:17.520347
TXN-79EFFD9C,P3,1440,2026-05-17T11:12:18.226732,2026-05-18T11:12:18.226732,False,2026-05-17T11:12:18.226732
TXN-ED233D54,P3,1440,2026-05-17T11:12:18.571395,2026-05-18T11:12:18.571395,False,2026-05-17T11:12:18.571395
TXN-0CC7BB52,P3,1440,2026-05-17T11:12:19.282750,2026-05-18T11:12:19.282750,False,2026-05-17T11:12:19.282750
TXN-A0309475,P3,1440,2026-05-17T11:12:19.289988,2026-05-18T11:12:19.289988,False,2026-05-17T11:12:19.289988
TXN-DCAFE01E,P3,1440,2026-05-17T11:12:19.910135,2026-05-18T11:12:19.910135,False,2026-05-17T11:12:19.910135
TXN-A4144013,P3,1440,2026-05-17T11:12:20.240044,2026-05-18T11:12:20.240044,False,2026-05-17T11:12:20.240044
TXN-39EF3D28,P3,1440,2026-05-17T11:12:21.254534,2026-05-18T11:12:21.254534,False,2026-05-17T11:12:21.254534
TXN-B83F9AD1,P3,1440,2026-05-17T11:12:21.981199,2026-05-18T11:12:21.981199,False,2026-05-17T11:12:21.981199
TXN-AB55473D,P3,1440,2026-05-17T11:12:22.012951,2026-05-18T11:12:22.012951,False,2026-05-17T11:12:22.012951
TXN-D861E981,P3,1440,2026-05-17T11:12:22.644076,2026-05-18T11:12:22.644076,False,2026-05-17T11:12:22.644076
TXN-F8C22374,P3,1440,2026-05-17T11:12:22.928274,2026-05-18T11:12:22.928274,False,2026-05-17T11:12:22.928274
TXN-C9BC263B,P3,1440,2026-05-17T11:12:23.446264,2026-05-18T11:12:23.446264,False,2026-05-17T11:12:23.446264
TXN-EDEBDD34,P3,1440,2026-05-17T11:12:23.939717,2026-05-18T11:12:23.939717,False,2026-05-17T11:12:23.939717
TXN-D7942865,P3,1440,2026-05-17T11:12:24.699372,2026-05-18T11:12:24.699372,False,2026-05-17T11:12:24.699372
TXN-176C0353,P3,1440,2026-05-17T11:12:24.710745,2026-05-18T11:12:24.710745,False,2026-05-17T11:12:24.710745
TXN-792A0C2B,P3,1440,2026-05-17T11:12:25.642360,2026-05-18T11:12:25.642360,False,2026-05-17T11:12:25.642360
TXN-9DF1F8E9,P3,1440,2026-05-17T11:12:26.138822,2026-05-18T11:12:26.138822,False,2026-05-17T11:12:26.138822
TXN-C722FB27,P3,1440,2026-05-17T11:12:26.631686,2026-05-18T11:12:26.631686,False,2026-05-17T11:12:26.631686
TXN-EF4A6507,P3,1440,2026-05-17T11:12:27.429582,2026-05-18T11:12:27.429582,False,2026-05-17T11:12:27.429582
TXN-BF96C74E,P3,1440,2026-05-17T11:12:27.431596,2026-05-18T11:12:27.431596,False,2026-05-17T11:12:27.431596
TXN-AB76FBE6,P3,1440,2026-05-17T11:12:28.347776,2026-05-18T11:12:28.347776,False,2026-05-17T11:12:28.347776
TXN-36B00601,P3,1440,2026-05-17T11:12:29.331609,2026-05-18T11:12:29.331609,False,2026-05-17T11:12:29.331609
TXN-5528D890,P3,1440,2026-05-17T11:12:30.117046,2026-05-18T11:12:30.117046,False,2026-05-17T11:12:30.117046
TXN-C127ABC1,P3,1440,2026-05-17T11:12:30.163773,2026-05-18T11:12:30.163773,False,2026-05-17T11:12:30.163773
TXN-3F214840,P3,1440,2026-05-17T11:12:30.397843,2026-05-18T11:12:30.397843,False,2026-05-17T11:12:30.397843
TXN-2A2813AD,P3,1440,2026-05-17T11:12:31.378085,2026-05-18T11:12:31.378085,False,2026-05-17T11:12:31.378085
TXN-FB2F6971,P3,1440,2026-05-17T11:12:32.022026,2026-05-18T11:12:32.022026,False,2026-05-17T11:12:32.022026
TXN-80E8A584,P3,1440,2026-05-17T11:12:32.827673,2026-05-18T11:12:32.827673,False,2026-05-17T11:12:32.827673
TXN-EBC312C4,P3,1440,2026-05-17T11:12:32.849826,2026-05-18T11:12:32.849826,False,2026-05-17T11:12:32.849826
TXN-0166292B,P3,1440,2026-05-17T11:12:33.085465,2026-05-18T11:12:33.085465,False,2026-05-17T11:12:33.085465
TXN-D269244F,P3,1440,2026-05-17T11:12:34.102526,2026-05-18T11:12:34.102526,False,2026-05-17T11:12:34.102526
TXN-3380D38D,P3,1440,2026-05-17T11:12:34.711418,2026-05-18T11:12:34.711418,False,2026-05-17T11:12:34.711418
TXN-6C50D8EC,P3,1440,2026-05-17T11:12:35.523660,2026-05-18T11:12:35.523660,False,2026-05-17T11:12:35.523660
TXN-EE989461,P3,1440,2026-05-17T11:12:35.706942,2026-05-18T11:12:35.706942,False,2026-05-17T11:12:35.706942
TXN-BD8AB8E1,P3,1440,2026-05-17T11:12:35.802867,2026-05-18T11:12:35.802867,False,2026-05-17T11:12:35.802867
TXN-E69F7151,P3,1440,2026-05-17T11:12:36.188025,2026-05-18T11:12:36.188025,False,2026-05-17T11:12:36.188025
TXN-DE70833F,P3,1440,2026-05-17T11:12:36.799727,2026-05-18T11:12:36.799727,False,2026-05-17T11:12:36.799727
TXN-213FEFB9,P3,1440,2026-05-17T11:12:37.399404,2026-05-18T11:12:37.399404,False,2026-05-17T11:12:37.399404
TXN-097EDBCE,P3,1440,2026-05-17T11:12:38.220744,2026-05-18T11:12:38.220744,False,2026-05-17T11:12:38.220744
TXN-5EDE214C,P3,1440,2026-05-17T11:12:38.494495,2026-05-18T11:12:38.494495,False,2026-05-17T11:12:38.494495
TXN-55CA34CF,P3,1440,2026-05-17T11:12:38.585188,2026-05-18T11:12:38.585188,False,2026-05-17T11:12:38.585188
TXN-D6EB0009,P3,1440,2026-05-17T11:12:38.887227,2026-05-18T11:12:38.887227,False,2026-05-17T11:12:38.887227
TXN-0769BDB7,P3,1440,2026-05-17T11:12:39.527179,2026-05-18T11:12:39.527179,False,2026-05-17T11:12:39.527179
TXN-58176A0D,P3,1440,2026-05-17T11:12:40.063451,2026-05-18T11:12:40.063451,False,2026-05-17T11:12:40.063451
TXN-35E6B9DA,P3,1440,2026-05-17T11:12:40.887336,2026-05-18T11:12:40.887336,False,2026-05-17T11:12:40.887336
TXN-25251D25,P3,1440,2026-05-17T11:12:41.341901,2026-05-18T11:12:41.341901,False,2026-05-17T11:12:41.341901
TXN-6635AFB0,P3,1440,2026-05-17T11:12:41.562283,2026-05-18T11:12:41.562283,False,2026-05-17T11:12:41.562283
TXN-D569AF9A,P3,1440,2026-05-17T11:12:42.226773,2026-05-18T11:12:42.226773,False,2026-05-17T11:12:42.226773
TXN-1EF6ECD9,P3,1440,2026-05-17T11:12:42.741441,2026-05-18T11:12:42.741441,False,2026-05-17T11:12:42.741441
TXN-57B25EDD,P3,1440,2026-05-17T11:12:43.830607,2026-05-18T11:12:43.830607,False,2026-05-17T11:12:43.830607
TXN-430503BD,P3,1440,2026-05-17T11:12:44.028326,2026-05-18T11:12:44.028326,False,2026-05-17T11:12:44.028326
TXN-63273C0F,P3,1440,2026-05-17T11:12:44.232863,2026-05-18T11:12:44.232863,False,2026-05-17T11:12:44.232863
TXN-F81BA2A3,P3,1440,2026-05-17T11:12:44.876489,2026-05-18T11:12:44.876489,False,2026-05-17T11:12:44.876489
TXN-64700DE6,P3,1440,2026-05-17T11:12:45.412506,2026-05-18T11:12:45.412506,False,2026-05-17T11:12:45.412506
TXN-CD412FC3,P3,1440,2026-05-17T11:12:46.574378,2026-05-18T11:12:46.574378,False,2026-05-17T11:12:46.574378
TXN-26762FE6,P3,1440,2026-05-17T11:12:46.903829,2026-05-18T11:12:46.903829,False,2026-05-17T11:12:46.903829
TXN-49B28528,P3,1440,2026-05-17T11:12:48.095590,2026-05-18T11:12:48.095590,False,2026-05-17T11:12:48.095590
TXN-E21908DC,P3,1440,2026-05-17T11:12:49.608526,2026-05-18T11:12:49.608526,False,2026-05-17T11:12:49.608526
TXN-FAA6D773,P3,1440,2026-05-17T11:12:51.217171,2026-05-18T11:12:51.217171,False,2026-05-17T11:12:51.217171
TXN-7BC89E7C,P3,1440,2026-05-17T11:12:51.903318,2026-05-18T11:12:51.903318,False,2026-05-17T11:12:51.903318
TXN-27B3E89F,P3,1440,2026-05-17T11:12:52.244849,2026-05-18T11:12:52.244849,False,2026-05-17T11:12:52.244849
TXN-35A7189D,P3,1440,2026-05-17T11:12:52.671921,2026-05-18T11:12:52.671921,False,2026-05-17T11:12:52.671921
TXN-BD274175,P3,1440,2026-05-17T11:12:53.307562,2026-05-18T11:12:53.307562,False,2026-05-17T11:12:53.307562
TXN-0CC8C520,P3,1440,2026-05-17T11:12:53.985381,2026-05-18T11:12:53.985381,False,2026-05-17T11:12:53.985381
TXN-306B8F9C,P3,1440,2026-05-17T11:12:54.418711,2026-05-18T11:12:54.418711,False,2026-05-17T11:12:54.418711
TXN-CED60217,P3,1440,2026-05-17T11:12:54.638512,2026-05-18T11:12:54.638512,False,2026-05-17T11:12:54.638512
TXN-44FCA9BB,P3,1440,2026-05-17T11:12:54.935634,2026-05-18T11:12:54.935634,False,2026-05-17T11:12:54.935634
TXN-9159E687,P3,1440,2026-05-17T11:12:55.362439,2026-05-18T11:12:55.362439,False,2026-05-17T11:12:55.362439
TXN-2DD5AEEC,P3,1440,2026-05-17T11:12:56.654255,2026-05-18T11:12:56.654255,False,2026-05-17T11:12:56.654255
TXN-5F595C25,P3,1440,2026-05-17T11:12:57.307230,2026-05-18T11:12:57.307230,False,2026-05-17T11:12:57.307230
TXN-E989928D,P3,1440,2026-05-17T11:12:57.586351,2026-05-18T11:12:57.586351,False,2026-05-17T11:12:57.586351
TXN-58C58099,P3,1440,2026-05-17T11:12:58.051374,2026-05-18T11:12:58.051374,False,2026-05-17T11:12:58.051374
TXN-0818CA24,P3,1440,2026-05-17T11:12:58.530525,2026-05-18T11:12:58.530525,False,2026-05-17T11:12:58.530525
TXN-A5DBA5AB,P3,1440,2026-05-17T11:12:59.353077,2026-05-18T11:12:59.353077,False,2026-05-17T11:12:59.353077
TXN-EB04D3C9,P3,1440,2026-05-17T11:12:59.670578,2026-05-18T11:12:59.670578,False,2026-05-17T11:12:59.670578
TXN-51AE8C82,P3,1440,2026-05-17T11:13:00.236155,2026-05-18T11:13:00.236155,False,2026-05-17T11:13:00.236155
TXN-DF907A71,P3,1440,2026-05-17T11:13:00.729503,2026-05-18T11:13:00.729503,False,2026-05-17T11:13:00.729503
TXN-1D3AE9B5,P3,1440,2026-05-17T11:13:01.244808,2026-05-18T11:13:01.244808,False,2026-05-17T11:13:01.244808
TXN-B3D94356,P3,1440,2026-05-17T11:13:02.019058,2026-05-18T11:13:02.019058,False,2026-05-17T11:13:02.019058
TXN-078726DB,P3,1440,2026-05-17T11:13:02.352254,2026-05-18T11:13:02.352254,False,2026-05-17T11:13:02.352254
TXN-EEFA73D1,P3,1440,2026-05-17T11:13:02.630019,2026-05-18T11:13:02.630019,False,2026-05-17T11:13:02.630019
TXN-BDAC6EB8,P3,1440,2026-05-17T11:13:02.914258,2026-05-18T11:13:02.914258,False,2026-05-17T11:13:02.914258
TXN-1F5927AC,P3,1440,2026-05-17T11:13:03.402339,2026-05-18T11:13:03.402339,False,2026-05-17T11:13:03.402339
TXN-CD1B28C6,P3,1440,2026-05-17T11:13:03.902350,2026-05-18T11:13:03.902350,False,2026-05-17T11:13:03.902350
TXN-C63A7D5A,P3,1440,2026-05-17T11:13:04.702839,2026-05-18T11:13:04.702839,False,2026-05-17T11:13:04.702839
TXN-0E31A95C,P3,1440,2026-05-17T11:13:05.038410,2026-05-18T11:13:05.038410,False,2026-05-17T11:13:05.038410
TXN-985E8AA2,P3,1440,2026-05-17T11:13:05.363874,2026-05-18T11:13:05.363874,False,2026-05-17T11:13:05.363874
TXN-E4431ACC,P3,1440,2026-05-17T11:13:06.078681,2026-05-18T11:13:06.078681,False,2026-05-17T11:13:06.078681
TXN-70E61AA7,P3,1440,2026-05-17T11:13:06.589383,2026-05-18T11:13:06.589383,False,2026-05-17T11:13:06.589383
TXN-BD0BCCB2,P3,1440,2026-05-17T11:13:07.388726,2026-05-18T11:13:07.388726,False,2026-05-17T11:13:07.388726
TXN-35FFE61F,P3,1440,2026-05-17T11:13:07.738313,2026-05-18T11:13:07.738313,False,2026-05-17T11:13:07.738313
TXN-A81B741D,P3,1440,2026-05-17T11:13:08.115718,2026-05-18T11:13:08.115718,False,2026-05-17T11:13:08.115718
TXN-0F23B80E,P3,1440,2026-05-17T11:13:08.187039,2026-05-18T11:13:08.187039,False,2026-05-17T11:13:08.187039
TXN-5FD60F9C,P3,1440,2026-05-17T11:13:08.735872,2026-05-18T11:13:08.735872,False,2026-05-17T11:13:08.735872
TXN-9C1C20D3,P3,1440,2026-05-17T11:13:09.271103,2026-05-18T11:13:09.271103,False,2026-05-17T11:13:09.271103
TXN-0086CE84,P3,1440,2026-05-17T11:13:10.405895,2026-05-18T11:13:10.405895,False,2026-05-17T11:13:10.405895
TXN-9A29BF8C,P3,1440,2026-05-17T11:13:10.856327,2026-05-18T11:13:10.856327,False,2026-05-17T11:13:10.856327
TXN-F3507879,P3,1440,2026-05-17T11:13:10.863262,2026-05-18T11:13:10.863262,False,2026-05-17T11:13:10.863262
TXN-707C3162,P3,1440,2026-05-17T11:13:11.401405,2026-05-18T11:13:11.401405,False,2026-05-17T11:13:11.401405
TXN-55402125,P3,1440,2026-05-17T11:13:12.089831,2026-05-18T11:13:12.089831,False,2026-05-17T11:13:12.089831
TXN-B1D5E6D7,P3,1440,2026-05-17T11:13:13.093000,2026-05-18T11:13:13.093000,False,2026-05-17T11:13:13.093000
TXN-E413CEDB,P3,1440,2026-05-17T11:13:13.575790,2026-05-18T11:13:13.575790,False,2026-05-17T11:13:13.575790
TXN-F5AE7DD0,P3,1440,2026-05-17T11:13:13.582901,2026-05-18T11:13:13.582901,False,2026-05-17T11:13:13.582901
TXN-2CC129C5,P3,1440,2026-05-17T11:13:14.798465,2026-05-18T11:13:14.798465,False,2026-05-17T11:13:14.798465
TXN-75863C5D,P3,1440,2026-05-17T11:13:15.266350,2026-05-18T11:13:15.266350,False,2026-05-17T11:13:15.266350
TXN-F3128278,P3,1440,2026-05-17T11:13:15.826532,2026-05-18T11:13:15.826532,False,2026-05-17T11:13:15.826532
TXN-1A2699D7,P3,1440,2026-05-17T11:13:16.329143,2026-05-18T11:13:16.329143,False,2026-05-17T11:13:16.329143
